BEDROOM_NUM_CLEAN,TOTAL_FLOOR,FEATURE_COUNT,AMENITY_COUNT,LANDMARK_COUNT,FLOOR_RATIO,BALCONY_NUM,AREA_SQFT,LATITUDE,LONGITUDE,LOCALITY_MEDIAN_PRICE,LISTING_AGE_DAYS,IS_READY_TO_MOVE,IS_UNDER_CONSTR,IS_RERA,IS_RESALE,IS_NEW_BOOKING,IS_VERIFIED,HAS_SOCIETY,IS_TOP_FLOOR,IS_GROUND_FLOOR,PROP_TYPE_CLEAN,FURNISH_LABEL,FACING_LABEL,AGE_LABEL,TRANSACT_LABEL,AREA_BUCKET,BALCONY_BUCKET,LOCALITY,SPID,PROP_ID,TARGET_PRICE_SQFT,LOG_PRICE_SQFT,PRICE_INR,AREA_SQFT,LOCALITY,PROP_TYPE_CLEAN,PRICE_PER_BED,LISTING_AGE_DAYS,LOCALITY_MEDIAN_PRICE
3.0,35.0,31,31,10.0,0.8,1.0,1919.0,17.4359437,78.3416731,8000.0,21.0,1,0,1,1,0,0,1,0,0,Apartment,Semi_Furnished,West,Resale_Very_Old,Sale,Large,1,: ,70544706,Z70544706,10943.0,9.30054663986233,21000000.0,1919.0,: ,Apartment,7000000.0,21.0,8000.0
3.0,35.0,31,32,10.0,0.08571428571428572,1.0,1993.0,17.4359437,78.3416731,8000.0,30.0,0,0,0,0,0,0,1,0,0,Apartment,Furnished,East,Resale_Very_Old,Unknown,Large,1,: ,70248280,B70248280,32.0,3.4965075614664802,6400000000.0,1993.0,: ,Apartment,2133333333.3333333,30.0,8000.0
2.0,5.0,7,7,37.0,0.6,1.0,1140.0,17.538237,78.480804,8000.0,30.0,1,0,1,1,0,0,1,0,0,Apartment,Semi_Furnished,East,Resale_Very_Old,Sale,Small,1,: ,69999168,I69999168,4599.0,8.433811582477187,5243000.0,1140.0,: ,Apartment,2621500.0,30.0,8000.0
,5.0,4,4,0.0,,,1836.0,17.16954,78.47093,8000.0,3.0,1,0,0,1,0,0,0,0,0,Land,Unfurnished,East,New,Sale,Large,None,: ,70965002,D70965002,17999.0,9.798127036878302,3672000.0,1836.0,: ,Land,,3.0,8000.0
,5.0,4,4,0.0,,,1836.0,17.16954,78.47093,8000.0,6.0,1,0,0,1,0,0,0,0,0,Land,Unfurnished,East,New,Sale,Large,None,: ,70911850,I70911850,17999.0,9.798127036878302,3672000.0,1836.0,: ,Land,,6.0,8000.0
,5.0,4,4,49.0,,,1836.0,17.38504,78.48667,8000.0,6.0,1,0,0,1,0,0,0,0,0,Land,Unfurnished,NE,New,Sale,Large,None,: ,70910664,I70910664,17999.0,9.798127036878302,3672000.0,1836.0,: ,Land,,6.0,8000.0
,4.0,4,4,0.0,,,1350.0,17.71607,78.52229,8000.0,6.0,1,0,0,1,0,0,0,0,0,Land,Unfurnished,East,New,Sale,Medium,None,: ,70908554,T70908554,15999.0,9.680344001221918,2400000.0,1350.0,: ,Land,,6.0,8000.0
,5.0,4,4,1.0,,,1350.0,17.393779,78.689843,8000.0,7.0,1,0,0,1,0,0,0,0,0,Land,Unfurnished,NE,New,Sale,Medium,None,: ,70897464,Z70897464,21999.0,9.998797732340453,3300000.0,1350.0,: ,Land,,7.0,8000.0
2.0,5.0,14,15,50.0,0.4,2.0,1150.0,17.47078,78.30668,6230.0,21.0,0,1,0,1,0,0,1,0,0,Apartment,Semi_Furnished,West,Resale_Old,Sale,Small,2,Nallagandla,70624450,L70624450,6800.0,8.824824939175638,7820000.0,1150.0,Nallagandla,Apartment,3910000.0,21.0,6230.0
3.0,5.0,13,14,50.0,1.0,2.0,1640.0,17.47078,78.30668,6230.0,21.0,0,1,0,1,0,0,1,1,0,Apartment,Semi_Furnished,West,Resale_Old,Sale,Medium,2,Nallagandla,70624448,Y70624448,6800.0,8.824824939175638,11200000.000000002,1640.0,Nallagandla,Apartment,3733333.333333334,21.0,6230.0
,4.0,4,4,13.0,,,2052.0,17.6197,78.082693,8000.0,120.0,1,0,0,1,0,0,0,0,0,Land,Unfurnished,East,New,Sale,Large,None,: ,64341028,A64341028,29999.0,10.308952660644293,6840000.000000001,2052.0,: ,Land,,120.0,8000.0
2.0,5.0,7,7,8.0,,1.0,1275.0,17.37,78.57,8000.0,60.0,1,0,1,1,0,1,1,0,0,Apartment,Semi_Furnished,West,Resale_Very_Old,Sale,Medium,1,: ,69068144,S69068144,4900.0,8.497194544909547,6000000.0,1275.0,: ,Apartment,3000000.0,60.0,8000.0
,5.0,3,3,13.0,,,1980.0,17.6197,78.082693,8000.0,30.0,1,0,0,1,0,0,1,0,0,Land,Unfurnished,East,New,Sale,Large,None,: ,70433728,D70433728,22000.0,9.99884318585288,4840000.0,1980.0,: ,Land,,30.0,8000.0
,2.0,3,3,0.0,,,1890.0,17.44633,78.726187,8000.0,30.0,1,0,0,1,0,0,0,0,0,Land,Unfurnished,East,New,Sale,Large,None,: ,69401174,I69401174,15000.0,9.61587214452889,3150000.0,1890.0,: ,Land,,30.0,8000.0
,0.0,0,0,16.0,,,1800.0,17.589057,78.943467,7499.5,60.0,1,0,0,1,0,0,0,0,0,Land,Unfurnished,Unknown,New,Sale,Medium,None,Yadagirigutta,66485140,V66485140,666.0,6.502790045915623,1200000.0,1800.0,Yadagirigutta,Land,,60.0,7499.5
3.0,18.0,13,15,0.0,0.3333333333333333,1.0,1976.0,17.443855,78.250431,6342.0,,0,1,0,1,0,0,1,0,0,Apartment,Semi_Furnished,NE,Resale_Old,Sale,Large,1,Kollur,71008622,M71008622,3200.0,8.071218539969863,6323000.0,1976.0,Kollur,Apartment,2107666.6666666665,,6342.0
3.0,18.0,13,15,0.0,0.3333333333333333,1.0,1976.0,17.443855,78.250431,6342.0,,0,1,0,1,0,0,1,0,0,Apartment,Semi_Furnished,NE,Resale_Old,Sale,Large,1,Kollur,71008246,M71008246,4900.0,8.497194544909547,9682000.0,1976.0,Kollur,Apartment,3227333.3333333335,,6342.0
3.0,12.0,18,21,0.0,0.4166666666666667,1.0,1345.0,17.443855,78.250431,6342.0,14.0,0,1,0,1,0,0,1,0,0,Apartment,Semi_Furnished,NE,Resale_Old,Sale,Medium,1,Kollur,70682808,Q70682808,4899.0,8.496990484098719,6589000.0,1345.0,Kollur,Apartment,2196333.3333333335,14.0,6342.0
4.0,12.0,22,24,37.0,,3.0,3170.0,17.538237,78.480804,8000.0,21.0,0,1,0,1,0,0,1,0,0,Apartment,Semi_Furnished,East,Resale_Old,Sale,XL,3+,: ,70573328,J70573328,5999.0,8.699514748210191,19000000.0,3170.0,: ,Apartment,4750000.0,21.0,8000.0
3.0,5.0,21,23,37.0,,2.0,1627.0,17.538237,78.480804,8000.0,28.0,1,0,0,1,0,0,1,0,0,Apartment,Semi_Furnished,East,Resale_Very_Old,Sale,Medium,2,: ,70495182,H70495182,5799.0,8.66561319653451,9435000.0,1627.0,: ,Apartment,3145000.0,28.0,8000.0
,5.0,4,4,0.0,,,1485.0,17.4575920727232,78.9617167421712,8000.0,30.0,1,0,0,1,0,0,0,0,0,Land,Unfurnished,Unknown,New,Sale,Medium,None,: ,70437852,F70437852,11000.0,9.305741456739435,1814999.9999999998,1485.0,: ,Land,,30.0,8000.0
,0.0,0,0,46.0,,,10800.0,17.503367,78.554004,83.0,90.0,1,0,0,1,0,0,0,0,0,Land,Unfurnished,South,New,Sale,XXL,None,Panchasheel Enclave,69347786,L69347786,83.0,4.430816798843313,100000.0,10800.0,Panchasheel Enclave,Land,,90.0,83.0
,3.0,4,4,3.0,,,1800.0,17.20869,78.47603,17750.0,30.0,1,0,0,1,0,0,0,0,0,Land,Unfurnished,East,New,Sale,Medium,None,Tukkuguda,68025530,I68025530,1111.0,7.013915474810528,2000000.0,1800.0,Tukkuguda,Land,,30.0,17750.0
,3.0,0,0,48.0,,,1503.0,17.43993,78.49827,8000.0,90.0,1,0,0,1,0,0,0,0,0,Land,Unfurnished,Unknown,New,Sale,Medium,None,: ,67562762,E67562762,22754.0,10.032540180450741,3800000.0,1503.0,: ,Land,,90.0,8000.0
3.0,38.0,7,9,17.0,0.5789473684210527,2.0,1679.0,17.4664197,78.285342,8000.0,5.0,0,1,0,1,0,0,1,0,0,Apartment,Semi_Furnished,North,Resale_Old,Sale,Medium,2,: ,70732136,Q70732136,6300.0,8.748463629942055,10600000.0,1679.0,: ,Apartment,3533333.3333333335,5.0,8000.0
2.0,5.0,14,15,39.0,0.2,2.0,1875.0,17.4480919,78.3787508,8000.0,60.0,0,0,0,0,0,0,1,0,0,Builder_Floor,Semi_Furnished,NE,Under_Construction,Unknown,Large,2,: ,69422836,V69422836,20.0,3.044522437723423,3500000000.0,1875.0,: ,Builder_Floor,1750000000.0,60.0,8000.0
3.0,9.0,15,15,0.0,0.7777777777777778,2.0,1900.0,78.48667,17.38504,8000.0,30.0,0,1,0,1,0,0,1,0,0,Apartment,Semi_Furnished,East,Resale_Old,Sale,Large,2,: ,69963222,B69963222,5263.0,8.568646473005153,10000000.0,1900.0,: ,Apartment,3333333.3333333335,30.0,8000.0
2.0,9.0,20,20,0.0,0.7777777777777778,1.0,1235.0,78.48667,17.38504,8000.0,30.0,0,1,0,1,0,0,1,0,0,Apartment,Semi_Furnished,West,Resale_Old,Sale,Medium,1,: ,69938576,T69938576,5829.0,8.670772279344538,7200000.0,1235.0,: ,Apartment,3600000.0,30.0,8000.0
3.0,8.0,19,19,0.0,0.75,1.0,1730.0,78.48667,17.38504,8000.0,30.0,0,1,0,1,0,0,1,0,0,Apartment,Semi_Furnished,West,Resale_Old,Sale,Medium,1,: ,69938482,M69938482,5780.0,8.662331957082475,10000000.0,1730.0,: ,Apartment,3333333.3333333335,30.0,8000.0
2.0,1.0,1,2,50.0,,0.0,1503.0,17.3253751,78.574602,31443.0,4.0,1,0,0,1,0,0,0,0,0,Villa,Semi_Furnished,East,5_10_yrs,Sale,Medium,None,Vanasthalipuram,66131620,A66131620,56886.0,10.94882212300919,9800000.0,1503.0,Vanasthalipuram,Villa,4900000.0,4.0,31443.0
3.0,1.0,8,9,9.0,,2.0,1800.0,17.575957,78.471167,8000.0,14.0,0,0,0,0,0,0,1,0,0,Villa,Furnished,East,Under_Construction,Unknown,Medium,2,: ,70695968,B70695968,13.0,2.6390573296152584,2300000000.0,1800.0,: ,Villa,766666666.6666666,14.0,8000.0
3.0,14.0,8,11,3.0,0.2857142857142857,1.0,1384.0,17.41214,78.36431,8000.0,2.0,1,0,0,1,0,0,1,0,0,Apartment,Furnished,East,Under_Construction,Sale,Medium,1,: ,70982450,L70982450,10476.0,9.256937657352966,14500000.0,1384.0,: ,Apartment,4833333.333333333,2.0,8000.0
,5.0,4,4,0.0,,,1350.0,17.16954,78.47093,8000.0,4.0,1,0,0,1,0,0,0,0,0,Land,Unfurnished,Unknown,New,Sale,Medium,None,: ,70950188,R70950188,15000.0,9.61587214452889,2250000.0,1350.0,: ,Land,,4.0,8000.0
,5.0,2,2,1.0,,,1800.0,17.591122,78.569709,8000.0,30.0,1,0,0,1,0,0,1,0,0,Land,Unfurnished,East,New,Sale,Medium,None,: ,70313946,X70313946,22000.0,9.99884318585288,4400000.0,1800.0,: ,Land,,30.0,8000.0
5.0,3.0,4,4,49.0,,3.0,350.0,17.38504,78.48667,8000.0,14.0,1,0,0,1,0,0,0,0,0,Villa,Semi_Furnished,West,Resale_Very_Old,Sale,Micro,3+,: ,70762250,K70762250,91428.0,11.423317993769555,32000000.0,350.0,: ,Villa,6400000.0,14.0,8000.0
3.0,2.0,27,30,50.0,,2.0,1800.0,17.4011618,78.37569,8000.0,28.0,0,1,0,1,0,0,0,0,0,Villa,Semi_Furnished,East,Resale_Old,Sale,Medium,2,: ,70484196,K70484196,150000.0,11.918397239722838,30000000.0,1800.0,: ,Villa,10000000.0,28.0,8000.0
3.0,2.0,20,23,48.0,,2.0,1800.0,17.42278,78.34724,8000.0,28.0,0,1,0,1,0,0,0,0,0,Villa,Semi_Furnished,East,Resale_Old,Sale,Medium,2,: ,70483862,J70483862,150000.0,11.918397239722838,30000000.0,1800.0,: ,Villa,10000000.0,28.0,8000.0
3.0,32.0,8,10,7.0,0.46875,2.0,1842.0,17.49479,78.39964,8000.0,30.0,0,1,0,1,0,0,1,0,0,Apartment,Semi_Furnished,West,Resale_Old,Sale,Large,2,: ,70207566,C70207566,10314.0,9.241354425505353,19000000.0,1842.0,: ,Apartment,6333333.333333333,30.0,8000.0
3.0,10.0,9,9,17.0,0.8,2.0,1650.0,17.4664197,78.285342,8000.0,30.0,0,1,0,1,0,0,1,0,0,Apartment,Semi_Furnished,Unknown,Resale_Old,Sale,Medium,2,: ,70161760,Y70161760,5500.0,8.612685172875459,9075000.0,1650.0,: ,Apartment,3025000.0,30.0,8000.0
,5.0,4,4,0.0,,,1800.0,17.71607,78.52229,10500.0,30.0,1,0,0,1,0,0,1,0,0,Land,Unfurnished,East,New,Sale,Medium,None,Kothur,70303680,W70303680,2888.0,7.968665700466235,5200000.0,1800.0,Kothur,Land,,30.0,10500.0
2.0,5.0,5,5,24.0,0.6,1.0,1130.0,17.50107,78.59508,8000.0,30.0,0,1,0,1,0,0,1,0,0,Apartment,Semi_Furnished,Unknown,Resale_Old,Sale,Small,1,: ,70254010,Z70254010,4800.0,8.476579508530941,5424000.0,1130.0,: ,Apartment,2712000.0,30.0,8000.0
2.0,30.0,8,8,17.0,0.3,2.0,1050.0,17.4664197,78.285342,8000.0,30.0,0,1,0,1,0,0,1,0,0,Apartment,Semi_Furnished,East,Resale_Old,Sale,Small,2,: ,70237960,K70237960,8095.0,8.999125391527247,8500000.0,1050.0,: ,Apartment,4250000.0,30.0,8000.0
,0.0,0,0,0.0,,,2205.0,17.203278,77.836758,9500.0,120.0,1,0,0,1,0,0,1,0,0,Land,Unfurnished,West,New,Sale,Large,None,Ranga Reddy,55124562,C55124562,9500.0,9.15915233520675,2327000.0,2205.0,Ranga Reddy,Land,,120.0,9500.0
,5.0,4,4,4.0,,,1647.0,17.250826,78.897132,8500.0,30.0,1,0,0,1,0,0,0,0,0,Land,Unfurnished,East,New,Sale,Medium,None,Choutuppal,70447028,A70447028,8500.0,9.04793908261736,1556000.0,1647.0,Choutuppal,Land,,30.0,8500.0
2.0,9.0,23,24,49.0,0.2222222222222222,1.0,1610.0,17.511864,78.468622,8000.0,30.0,1,0,0,1,0,0,1,0,0,Apartment,Semi_Furnished,West,Under_Construction,Sale,Medium,1,: ,70073782,J70073782,4999.0,8.517193191416238,8048000.0,1610.0,: ,Apartment,4024000.0,30.0,8000.0
4.0,1.0,12,13,0.0,,4.0,3000.0,17.329616967112738,78.27841634445147,8000.0,30.0,1,0,0,1,0,0,1,0,0,Villa,Unfurnished,North,Resale_Very_Old,Sale,XL,3+,: ,70067810,D70067810,30000.0,10.308985993422082,90000000.0,3000.0,: ,Villa,22500000.0,30.0,8000.0
,3.0,3,3,2.0,,,2700.0,17.620662,77.953509,8000.0,14.0,0,1,0,1,0,0,0,0,0,Land,Unfurnished,West,New,Sale,XL,None,: ,70681578,D70681578,15000.0,9.61587214452889,4500000.0,2700.0,: ,Land,,14.0,8000.0
,6.0,4,4,0.0,,,1368.0,17.063734,78.488644,8000.0,28.0,1,0,0,1,0,0,1,0,0,Land,Unfurnished,East,New,Sale,Medium,None,: ,70484102,C70484102,10499.0,9.259130536145614,1596000.0,1368.0,: ,Land,,28.0,8000.0
5.0,3.0,4,5,50.0,,2.0,6903.0,17.4295317,78.41266,8000.0,30.0,1,0,0,1,0,0,0,0,0,Villa,Semi_Furnished,South,5_10_yrs,Sale,XXL,2,: ,69993652,P69993652,338983.0,12.733708187608626,260000000.0,6903.0,: ,Villa,52000000.0,30.0,8000.0
7.0,4.0,5,6,50.0,,4.0,5400.0,17.4295317,78.41266,8000.0,60.0,0,1,0,1,0,0,0,0,0,Villa,Semi_Furnished,West,Resale_Old,Sale,XXL,3+,: ,69930744,C69930744,366666.0,12.812209358190985,220000000.0,5400.0,: ,Villa,31428571.42857143,60.0,8000.0
3.0,31.0,18,18,13.0,0.6451612903225806,1.0,2000.0,17.465823,78.407845,8000.0,30.0,1,0,0,1,0,0,1,0,0,Apartment,Semi_Furnished,North,Resale_Very_Old,Sale,Large,1,: ,69995286,N69995286,9600.0,9.169622538697624,18000000.0,2000.0,: ,Apartment,6000000.0,30.0,8000.0
,5.0,3,3,0.0,,,2700.0,17.6415169517376,77.8465246295364,8000.0,30.0,1,0,0,1,0,0,0,0,0,Land,Unfurnished,East,New,Sale,XL,None,: ,70192534,A70192534,15000.0,9.61587214452889,4500000.0,2700.0,: ,Land,,30.0,8000.0
,5.0,4,4,2.0,,,1980.0,17.620662,77.953509,8000.0,30.0,1,0,0,1,0,0,0,0,0,Land,Unfurnished,East,New,Sale,Large,None,: ,70123598,I70123598,15909.0,9.674703121331833,3500000.0,1980.0,: ,Land,,30.0,8000.0
,5.0,4,4,49.0,,,1485.0,17.4951,78.34014,8000.0,30.0,1,0,0,1,0,0,0,0,0,Land,Unfurnished,East,New,Sale,Medium,None,: ,70106990,A70106990,15500.0,9.648659816955295,2500000.0,1485.0,: ,Land,,30.0,8000.0
3.0,5.0,7,8,10.0,0.4,1.0,1575.0,17.5468498,78.3650231,4900.0,14.0,1,0,0,1,0,0,1,0,0,Apartment,Unfurnished,East,Resale_Very_Old,Sale,Medium,1,Bachupally,69531336,I69531336,4800.0,8.476579508530941,7559999.999999999,1575.0,Bachupally,Apartment,2519999.9999999995,14.0,4900.0
4.0,3.0,7,7,37.0,,2.0,2142.0,17.538237,78.480804,8000.0,7.0,1,0,0,1,0,0,1,0,0,Villa,Furnished,East,Under_Construction,Sale,Large,2,: ,70784314,W70784314,168067.0,12.032123938396156,40000000.0,2142.0,: ,Villa,10000000.0,7.0,8000.0
3.0,15.0,4,7,15.0,0.06666666666666667,1.0,2175.0,17.4609913,78.3532083,8000.0,14.0,0,0,0,0,0,0,1,0,0,Apartment,Furnished,West,Resale_Very_Old,Unknown,Large,1,: ,70645844,A70645844,27.0,3.332204510175204,6000000000.0,2175.0,: ,Apartment,2000000000.0,14.0,8000.0
4.0,3.0,1,1,37.0,,2.0,238.0,17.538237,78.480804,8000.0,21.0,1,0,1,1,0,0,1,0,0,Villa,Semi_Furnished,West,Resale_Very_Old,Sale,Micro,2,: ,70569502,L70569502,159663.0,11.980826886124094,38000000.0,238.0,: ,Villa,9500000.0,21.0,8000.0
,,1,1,15.0,,,2997.0,17.640316579297,77.930843132653,8000.0,90.0,1,0,0,1,0,0,1,0,0,Land,Unfurnished,North,New,Sale,XL,None,: ,69035058,S69035058,13500.0,9.510519035757246,4500000.0,2997.0,: ,Land,,90.0,8000.0
4.0,35.0,15,18,10.0,0.05714285714285714,3.0,2713.0,17.4164325,78.3401598,8000.0,30.0,0,0,0,0,0,0,1,0,0,Apartment,Furnished,West,Under_Construction,Unknown,XL,3+,: ,70119422,S70119422,30.0,3.4339872044851463,8199900000.0,2713.0,: ,Apartment,2049975000.0,30.0,8000.0
2.0,5.0,1,0,50.0,1.0,1.0,1090.0,17.5203424,78.3970205,8000.0,30.0,1,0,0,1,0,0,1,1,0,Apartment,Semi_Furnished,East,Under_Construction,Sale,Small,1,: ,69316080,F69316080,5321.0,8.579604451537634,5800000.0,1090.0,: ,Apartment,2900000.0,30.0,8000.0
2.0,5.0,5,6,49.0,0.2,2.0,1050.0,17.38504,78.48667,8000.0,90.0,1,0,0,1,0,0,1,0,0,Apartment,Furnished,East,0_5_yrs,Sale,Small,2,: ,69073316,R69073316,5333.0,8.58185670474196,5600000.0,1050.0,: ,Apartment,2800000.0,90.0,8000.0
3.0,34.0,2,3,13.0,0.5294117647058824,1.0,1390.0,17.40223,78.3444,8000.0,21.0,0,1,1,1,0,0,1,0,0,Apartment,Semi_Furnished,West,Resale_Old,Sale,Medium,1,: ,70604678,J70604678,10791.0,9.286560397887591,15000000.0,1390.0,: ,Apartment,5000000.0,21.0,8000.0
,5.0,4,4,0.0,,,3600.0,17.16954,78.47093,8000.0,30.0,1,0,0,1,0,0,0,0,0,Land,Unfurnished,East,New,Sale,XL,None,: ,70091144,R70091144,14000.0,9.546884034617925,5600000.0,3600.0,: ,Land,,30.0,8000.0
,3.0,4,4,0.0,,,1620.0,17.16954,78.47093,8000.0,30.0,0,1,0,1,0,0,0,0,0,Land,Unfurnished,NE,New,Sale,Medium,None,: ,70091070,W70091070,20000.0,9.90353755128617,3600000.0,1620.0,: ,Land,,30.0,8000.0
,3.0,4,4,0.0,,,1800.0,17.16954,78.47093,8000.0,30.0,0,1,0,1,0,0,0,0,0,Land,Unfurnished,NE,New,Sale,Medium,None,: ,70090958,C70090958,20000.0,9.90353755128617,4000000.0,1800.0,: ,Land,,30.0,8000.0
,3.0,4,4,0.0,,,1800.0,17.443354,78.182044,8000.0,30.0,0,1,0,1,0,0,0,0,0,Land,Unfurnished,East,New,Sale,Medium,None,: ,70090596,F70090596,30000.0,10.308985993422082,6000000.0,1800.0,: ,Land,,30.0,8000.0
4.0,50.0,25,28,48.0,0.44,3.0,6339.0,17.42278,78.34724,6900.0,60.0,0,1,0,1,0,0,1,0,0,Apartment,Semi_Furnished,East,Resale_Old,Sale,XXL,3+,Nanakramguda,69532134,I69532134,11000.0,9.305741456739435,69700000.0,6339.0,Nanakramguda,Apartment,17425000.0,60.0,6900.0
,5.0,3,3,0.0,,,1368.0,17.16954,78.47093,14000.0,21.0,1,0,0,1,0,0,0,0,0,Land,Unfurnished,East,New,Sale,Medium,None,Maheshwaram,70602224,P70602224,10000.0,9.210440366976517,1520000.0,1368.0,Maheshwaram,Land,,21.0,14000.0
,5.0,4,4,0.0,,,1350.0,17.16954,78.47093,8000.0,28.0,1,0,0,1,0,0,0,0,0,Land,Unfurnished,East,New,Sale,Medium,None,: ,70493982,G70493982,11500.0,9.350189267092581,1725000.0,1350.0,: ,Land,,28.0,8000.0
4.0,3.0,15,15,1.0,,2.0,235.0,17.442196,78.280067,8000.0,30.0,1,0,0,1,0,0,0,0,0,Villa,Semi_Furnished,East,Resale_Very_Old,Sale,Micro,2,: ,70465272,S70465272,187234.0,12.140119791361665,44000000.0,235.0,: ,Villa,11000000.0,30.0,8000.0
3.0,26.0,8,11,13.0,0.9230769230769231,1.0,2160.0,17.411744,78.341175,8000.0,30.0,0,0,0,0,0,0,1,0,0,Apartment,Furnished,West,Resale_Very_Old,Unknown,Large,1,: ,70313014,V70313014,32.0,3.4965075614664802,7000000000.0,2160.0,: ,Apartment,2333333333.3333335,30.0,8000.0
,0.0,4,4,2.0,,,6534.0,17.620662,77.953509,10999.0,30.0,0,1,0,1,0,0,0,0,0,Land,Unfurnished,East,New,Sale,XXL,None,Sadashivpet,70029302,W70029302,2754.0,7.9211727215870145,2000000.0,6534.0,Sadashivpet,Land,,30.0,10999.0
,5.0,0,0,7.0,,,1314.0,17.42169,78.21842,8000.0,21.0,0,1,1,1,0,0,1,0,0,Land,Unfurnished,Unknown,New,Sale,Medium,None,: ,70601860,K70601860,17900.0,9.792611856190192,2613000.0,1314.0,: ,Land,,21.0,8000.0
2.0,5.0,6,6,10.0,,1.0,1250.0,17.5468498,78.3650231,4900.0,5.0,1,0,0,1,0,0,1,0,0,Apartment,Furnished,East,Under_Construction,Sale,Medium,1,Bachupally,70745010,S70745010,5090.0,8.535229553902337,5600000.0,1250.0,Bachupally,Apartment,2800000.0,5.0,4900.0
3.0,3.0,0,0,49.0,1.0,2.0,1200.0,17.448976,78.483872,8000.0,14.0,1,0,0,1,0,0,1,1,0,Apartment,Furnished,East,5_10_yrs,Sale,Small,2,: ,70474886,A70474886,4750.0,8.46611040118692,5700000.0,1200.0,: ,Apartment,1900000.0,14.0,8000.0
3.0,4.0,0,0,48.0,0.5,2.0,1450.0,17.43993,78.49827,5210.5,30.0,0,0,0,0,0,0,1,0,0,Apartment,Furnished,NE,Under_Construction,Unknown,Medium,2,Ramakrishnapuram ,13269489,Z13269489,5.0,1.791759469228055,800000000.0,1450.0,Ramakrishnapuram ,Apartment,266666666.66666666,30.0,5210.5
2.0,5.0,2,3,50.0,0.4,1.0,1175.0,17.509181,78.3521088,8000.0,7.0,1,0,0,1,0,0,1,0,0,Apartment,Semi_Furnished,West,0_5_yrs,Sale,Small,1,: ,70205124,A70205124,5063.0,8.529911963824013,5950000.0,1175.0,: ,Apartment,2975000.0,7.0,8000.0
2.0,5.0,4,7,49.0,0.4,2.0,1200.0,17.373699,78.49686,4333.0,30.0,1,0,0,1,0,0,1,0,0,Apartment,Furnished,Unknown,0_5_yrs,Sale,Small,2,Ashraf Nagar,70167542,I70167542,4333.0,8.374246182096304,5200000.0,1200.0,Ashraf Nagar,Apartment,2600000.0,30.0,4333.0
2.0,3.0,9,10,50.0,0.6666666666666666,3.0,1300.0,17.448011,78.513368,16.0,30.0,0,0,0,0,0,0,1,0,0,Builder_Floor,Furnished,East,0_5_yrs,Unknown,Medium,3+,East Marredpally,70134544,M70134544,15.0,2.772588722239781,2000000000.0,1300.0,East Marredpally,Builder_Floor,1000000000.0,30.0,16.0
2.0,3.0,6,6,49.0,1.0,2.0,1180.0,17.37331,78.426046,5508.0,21.0,1,0,0,1,0,0,1,1,0,Apartment,Semi_Furnished,South,0_5_yrs,Sale,Small,2,Defence Colony,70023202,H70023202,5508.0,8.614138397472717,6500000.0,1180.0,Defence Colony,Apartment,3250000.0,21.0,5508.0
4.0,1.0,0,0,24.0,,1.0,1350.0,17.334703,78.406198,8000.0,21.0,1,0,0,1,0,0,0,0,0,Villa,Semi_Furnished,North,Resale_Very_Old,Sale,Medium,1,: ,70543360,Q70543360,11481.0,9.348535870727583,15500000.0,1350.0,: ,Villa,3875000.0,21.0,8000.0
2.0,5.0,0,0,49.0,0.8,2.0,980.0,17.371842,78.528551,8000.0,30.0,1,0,0,1,0,0,1,0,0,Apartment,Unfurnished,Unknown,0_5_yrs,Sale,Small,2,: ,70061880,X70061880,5612.0,8.6328406149422,5000000.0,980.0,: ,Apartment,2500000.0,30.0,8000.0
3.0,35.0,7,8,10.0,0.5714285714285714,2.0,1950.0,17.41341,78.339447,8000.0,30.0,0,0,0,0,0,0,1,0,0,Apartment,Furnished,Unknown,Under_Construction,Unknown,Large,2,: ,68865338,Y68865338,30.0,3.4339872044851463,6000000000.0,1950.0,: ,Apartment,2000000000.0,30.0,8000.0
,3.0,4,4,4.0,,,2178.0,17.322272,78.643697,8000.0,14.0,1,0,0,1,0,0,0,0,0,Land,Unfurnished,East,New,Sale,Large,None,: ,70740400,S70740400,6499.0,8.779557455883728,1573000.0,2178.0,: ,Land,,14.0,8000.0
,3.0,4,4,26.0,,,2178.0,17.3259,78.60761,8000.0,14.0,1,0,0,1,0,0,0,0,0,Land,Unfurnished,East,New,Sale,Large,None,: ,67632586,P67632586,6498.0,8.77940359789435,1573000.0,2178.0,: ,Land,,14.0,8000.0
4.0,3.0,9,12,50.0,,2.0,1800.0,17.5203424,78.3970205,8000.0,14.0,1,0,0,1,0,1,1,0,0,Villa,Semi_Furnished,NW,0_5_yrs,Sale,Medium,2,: ,70384288,F70384288,17777.0,9.78571701680162,29800000.0,1800.0,: ,Villa,7450000.0,14.0,8000.0
,5.0,4,4,0.0,,,1647.0,17.356247,78.678267,18449.0,14.0,1,0,0,1,0,0,1,0,0,Land,Unfurnished,NE,New,Sale,Medium,None,Taramatipet,64753568,H64753568,18449.0,9.822819649468673,3376000.0,1647.0,Taramatipet,Land,,14.0,18449.0
,3.0,4,4,15.0,,,1620.0,17.586267,78.945816,8000.0,14.0,1,0,0,1,0,0,0,0,0,Land,Unfurnished,NE,New,Sale,Medium,None,: ,69563358,F69563358,10999.0,9.305650551780507,1980000.0,1620.0,: ,Land,,14.0,8000.0
