PROP_ID,location,AREA,PRICE,BEDROOM_NUM,MIN_AREA_SQFT,MAX_AREA_SQFT,AMENITIES,AGE,FLOOR_NUM,TOTAL_FLOOR,BALCONY_NUM,TOTAL_LANDMARK_COUNT,REGISTERED_DAYS,PROPERTY_TYPE,FURNISH,FACING,VERIFIED,LAT,LNG
L70159206,unknown,unknown,9105000.0,3.0,1750.0,1750.0,,0.0,3.0,5.0,3.0,37.0,30.0,flat,semi-furnished,west,1,17.388287,78.370072
B70162450,unknown,unknown,11900000.0,3.0,1695.0,1695.0,,0.0,25.0,43.0,2.0,46.0,30.0,flat,semi-furnished,east,1,17.532274,78.39243
L70159512,unknown,unknown,30000000.0,3.0,1620.0,1620.0,,12.0,2.0,3.0,3.0,37.0,30.0,villa,semi-furnished,west,0,17.388287,78.370072
C70381196,unknown,unknown,11700000.0,3.0,1550.0,1550.0,,0.0,3.0,25.0,1.0,39.0,30.0,flat,furnished,east,0,17.4480919,78.3787508
N70225310,unknown,unknown,22000000.0,3.0,2785.0,2785.0,,2.5,2.0,5.0,2.0,49.0,30.0,flat,furnished,west,0,17.4609913,78.3532083
I70225168,unknown,unknown,23000000.0,5.0,3500.0,3500.0,,2.5,8.0,9.0,4.0,50.0,30.0,flat,furnished,east,0,17.463252,78.354557
V70204406,unknown,unknown,12300000.0,3.0,1500.0,1500.0,,2.5,8.0,9.0,1.0,49.0,30.0,flat,furnished,north-east,0,17.4609913,78.3532083
F69914722,unknown,unknown,37500000.0,3.0,2160.0,2160.0,,7.5,1.0,1.0,2.0,48.0,60.0,flat,furnished,south,0,17.4411482,78.3910691
T68808722,unknown,unknown,18600000.0,3.0,2075.0,2075.0,,0.0,5.0,6.0,2.0,49.0,60.0,flat,furnished,east,0,17.4609913,78.3532083
H71024460,unknown,unknown,13000000.0,4.0,1350.0,1350.0,,12.0,1.0,2.0,2.0,50.0,,villa,semi-furnished,west,0,17.5090182,78.3001801
R71010630,unknown,unknown,21400000.0,4.0,2250.0,2250.0,,20.0,2.0,3.0,2.0,1.0,,villa,semi-furnished,west,0,17.477415,78.227409
J71007402,unknown,unknown,5583000.0,1.0,670.0,670.0,,12.0,0.0,1.0,1.0,22.0,,villa,unfurnished,north-east,0,17.07139,78.205312
E71006854,unknown,unknown,7500000.0,2.0,1290.0,1290.0,,20.0,3.0,6.0,2.0,10.0,,flat,semi-furnished,west,0,17.3923634,78.3621784
X71000702,unknown,unknown,13600000.000000002,3.0,2063.0,2063.0,,20.0,7.0,10.0,2.0,26.0,2.0,flat,furnished,north,0,17.40223,78.3444
K70884238,neknampur,neknampur,6000000.0,2.0,1290.0,1290.0,,0.0,3.0,5.0,2.0,50.0,2.0,flat,semi-furnished,west,1,17.3930103,78.3713897
B70876596,narsingi,narsingi,8000000.0,2.0,1290.0,1290.0,,0.0,4.0,6.0,2.0,10.0,2.0,flat,semi-furnished,east,1,17.3923634,78.3621784
W70898986,unknown,unknown,8000000.0,2.0,1324.0,1324.0,,0.0,3.0,5.0,2.0,9.0,2.0,flat,semi-furnished,west,1,17.3856767,78.3648867
B70897516,manchirevula village,manchirevula village,30000000.0,6.0,3451.0,3451.0,,0.0,2.0,3.0,4.0,11.0,2.0,villa,semi-furnished,east,1,17.3754575,78.3627016
W70875870,narsingi,narsingi,11000000.0,3.0,1850.0,1850.0,,0.0,3.0,6.0,3.0,10.0,2.0,flat,semi-furnished,east,1,17.3923634,78.3621784
G70988522,jeedimetla,jeedimetla,5700000.0,2.0,1075.0,1075.0,,20.0,2.0,5.0,2.0,50.0,2.0,flat,semi-furnished,east,0,17.514789,78.462524
Z70980628,unknown,unknown,23000000.0,3.0,2280.0,2280.0,,0.0,17.0,19.0,2.0,50.0,3.0,flat,furnished,east,0,17.47078,78.30668
Y70973002,unknown,unknown,10500000.0,3.0,1457.0,1457.0,,20.0,1.0,4.0,2.0,50.0,3.0,flat,semi-furnished,south,0,17.40216,78.37374
D70970334,unknown,unknown,25000000.0,3.0,2500.0,2500.0,,20.0,2.0,5.0,1.0,49.0,3.0,villa,semi-furnished,east,1,17.4120488,78.407249
D70961966,unknown,unknown,40000000.0,3.0,3000.0,3000.0,,0.0,1.0,2.0,2.0,10.0,3.0,villa,semi-furnished,west,0,17.5468498,78.3650231
K70961286,unknown,unknown,17000000.0,3.0,2015.0,2015.0,,20.0,1.0,2.0,1.0,0.0,4.0,villa,semi-furnished,unknown,0,,
X70955388,unknown,unknown,8200000.0,2.0,1575.0,1575.0,,12.0,8.0,31.0,1.0,49.0,4.0,flat,semi-furnished,east,0,17.46779,78.42118
D70953558,unknown,unknown,9500000.0,2.0,1250.0,1250.0,,2.5,4.0,14.0,1.0,50.0,4.0,flat,furnished,west,0,17.485091,78.3671565
F70948322,narapally,narapally,4576000.0,2.0,1072.0,1072.0,,20.0,3.0,5.0,1.0,11.0,4.0,flat,semi-furnished,east,0,17.4219,78.63155
Z70366888,unknown,unknown,28500000.0,4.0,2729.0,2729.0,,0.0,18.0,35.0,2.0,10.0,4.0,flat,semi-furnished,east,1,17.413533637872785,78.33906915038824
O70945996,unknown,unknown,5950000.0,2.0,1060.0,1060.0,,20.0,3.0,5.0,1.0,49.0,4.0,flat,semi-furnished,east,0,17.3267390755471,78.5953799108053
M70942388,unknown,unknown,5800000.0,2.0,1080.0,1080.0,,0.0,2.0,5.0,2.0,18.0,5.0,flat,semi-furnished,east,0,17.4293729,78.6137993
Y70922434,unknown,unknown,5880000.0,2.0,1200.0,1200.0,,12.0,2.0,5.0,2.0,49.0,6.0,flat,semi-furnished,east,0,17.38504,78.48667
J70922170,unknown,unknown,6800000.0,2.0,1028.0,1028.0,,12.0,6.0,12.0,1.0,50.0,6.0,flat,semi-furnished,east,0,17.509181,78.3521088
B70922140,adjusent to orr,adjusent to orr,5600000.0,2.0,1066.0,1066.0,,20.0,2.0,5.0,2.0,0.0,6.0,flat,semi-furnished,unknown,0,,
U70920706,unknown,unknown,63500000.0,4.0,4110.0,4110.0,,20.0,1.0,2.0,2.0,17.0,5.0,villa,semi-furnished,west,0,17.4664197,78.285342
S70919222,unknown,unknown,16299999.999999998,4.0,3392.0,3392.0,,12.0,1.0,2.0,3.0,6.0,6.0,villa,semi-furnished,east,0,17.5090182,78.3001801
E70918016,unknown,unknown,13600000.000000002,3.0,1989.0,1989.0,,12.0,0.0,1.0,3.0,48.0,6.0,villa,semi-furnished,west,0,17.5316,78.26729
L70907454,unknown,unknown,7500000.0,2.0,1500.0,1500.0,,12.0,1.0,23.0,1.0,0.0,7.0,flat,semi-furnished,unknown,0,,
L70898214,unknown,unknown,8000000.0,2.0,1320.0,1320.0,,20.0,9.0,10.0,2.0,7.0,7.0,flat,semi-furnished,east,0,17.3756135,78.3626977
A70897880,unknown,unknown,12000000.0,3.0,1910.0,1910.0,,20.0,8.0,10.0,3.0,7.0,7.0,flat,semi-furnished,east,0,17.3756747,78.3626374
E70873336,unknown,unknown,10000000.0,3.0,1730.0,1730.0,,20.0,2.0,5.0,1.0,49.0,7.0,flat,semi-furnished,east,0,17.38504,78.48667
L70870158,unknown,unknown,75000000.0,6.0,4700.0,4700.0,,12.0,2.0,3.0,3.0,17.0,7.0,villa,semi-furnished,east,0,17.311940823733476,78.47302608769566
V70869426,unknown,unknown,8500000.0,2.0,1295.0,1295.0,,12.0,5.0,9.0,1.0,12.0,7.0,flat,semi-furnished,west,0,17.5203424,78.3970205
P70856098,unknown,unknown,1099000.0,3.0,121.0,121.0,,12.0,0.0,1.0,0.0,0.0,7.0,house,semi-furnished,east,0,,
R70846706,unknown,unknown,6000000.0,2.0,900.0,900.0,,20.0,0.0,,1.0,30.0,7.0,villa,unfurnished,north,0,17.398313,78.620039
K70824606,unknown,unknown,4600000.0,2.0,980.0,980.0,,20.0,1.0,5.0,1.0,0.0,7.0,flat,semi-furnished,unknown,0,17.42169,78.21842
I70824472,unknown,unknown,5279000.0,2.0,1100.0,1100.0,,12.0,1.0,15.0,1.0,1.0,7.0,flat,semi-furnished,unknown,0,17.477415,78.227409
J70817656,unknown,unknown,7200000.0,3.0,1440.0,1440.0,,20.0,4.0,6.0,3.0,49.0,7.0,flat,semi-furnished,north-east,0,17.4988675,78.4094612
B70782352,unknown,unknown,27500000.0,3.0,2781.0,2781.0,,20.0,1.0,2.0,2.0,1.0,7.0,villa,semi-furnished,west,0,17.477415,78.227409
E70756030,unknown,unknown,10900000.0,3.0,1617.0,1617.0,,12.0,11.0,33.0,1.0,15.0,14.0,flat,semi-furnished,east,0,17.53969,78.3581
G68840730,unknown,unknown,49900000.0,4.0,2448.0,2448.0,,20.0,1.0,2.0,3.0,15.0,14.0,villa,semi-furnished,west,0,17.465956,78.261911
G70736934,unknown,unknown,15500000.0,3.0,1780.0,1780.0,,20.0,1.0,2.0,1.0,0.0,14.0,villa,semi-furnished,unknown,0,,
Y70098152,unknown,unknown,19500000.0,3.0,2150.0,2150.0,,7.5,4.0,5.0,2.0,40.0,14.0,flat,furnished,north,1,17.4520871,78.3678024
L70707798,unknown,unknown,16399999.999999998,3.0,1565.0,1565.0,,0.0,15.0,25.0,1.0,13.0,14.0,flat,semi-furnished,east,0,17.47078,78.30668
B70701838,unknown,unknown,11900000.0,3.0,1750.0,1750.0,,20.0,3.0,5.0,2.0,50.0,14.0,flat,semi-furnished,east,0,17.48331,78.32076
Y70699642,unknown,unknown,4355000.0,3.0,6534.0,6534.0,,20.0,0.0,1.0,3.0,0.0,14.0,house,semi-furnished,east,0,,
H70685980,unknown,unknown,13799999.999999998,3.0,1535.0,1535.0,,20.0,9.0,18.0,1.0,10.0,14.0,flat,furnished,west,0,17.387587,78.348054
Y70675006,unknown,unknown,24100000.0,3.0,1925.0,1925.0,,0.0,6.0,31.0,3.0,15.0,14.0,flat,furnished,east,0,17.422584,78.350841
O70658772,unknown,unknown,7500000.0,4.0,1350.0,1350.0,,20.0,0.0,1.0,2.0,3.0,14.0,villa,semi-furnished,west,0,17.387665,78.647677
X70638482,unknown,unknown,6000000.0,2.0,1062.0,1062.0,,20.0,0.0,1.0,1.0,48.0,21.0,villa,semi-furnished,east,0,17.43993,78.49827
X69235972,unknown,unknown,7000000.0,3.0,1550.0,1550.0,,2.5,2.0,4.0,2.0,50.0,21.0,flat,semi-furnished,unknown,0,17.4011618,78.37569
N70607814,unknown,unknown,6525000.0,2.0,1305.0,1305.0,,20.0,1.0,5.0,2.0,37.0,21.0,flat,semi-furnished,east,0,17.538237,78.480804
P70600472,unknown,unknown,9900000.0,3.0,1026.0,1026.0,,12.0,30.0,42.0,1.0,34.0,21.0,flat,semi-furnished,east,0,17.5238479933976,78.3227692229911
J70581102,unknown,unknown,29500000.0,5.0,2115.0,2115.0,,2.5,2.0,3.0,3.0,16.0,21.0,villa,furnished,east,0,17.31177,78.38991
S70548874,unknown,unknown,35000000.0,10.0,1440.0,1440.0,,2.5,2.0,4.0,4.0,47.0,21.0,villa,furnished,west,0,17.4359437,78.3416731
Y70541040,unknown,unknown,12800000.0,2.0,1340.0,1340.0,,20.0,11.0,25.0,2.0,13.0,21.0,flat,semi-furnished,west,0,17.466409,78.311677
K69331168,unknown,unknown,7181999.999999999,2.0,1260.0,1260.0,,12.0,4.0,10.0,2.0,50.0,21.0,flat,semi-furnished,east,0,17.5203424,78.3970205
J69354544,unknown,unknown,38000000.0,3.0,2403.0,2403.0,,12.0,1.0,2.0,2.0,0.0,21.0,villa,semi-furnished,west,0,17.448266,78.249577
I70506290,unknown,unknown,26400000.0,4.0,3300.0,3300.0,,12.0,2.0,3.0,2.0,0.0,28.0,villa,semi-furnished,east,0,17.443855,78.250431
Z70502724,unknown,unknown,12500000.0,3.0,1400.0,1400.0,,20.0,10.0,31.0,1.0,13.0,28.0,flat,semi-furnished,north,0,17.465823,78.407845
G70502504,unknown,unknown,20800000.0,3.0,2230.0,2230.0,,20.0,8.0,31.0,3.0,13.0,28.0,flat,semi-furnished,east,0,17.465823,78.407845
X70502012,unknown,unknown,11000000.0,2.0,1250.0,1250.0,,20.0,15.0,31.0,1.0,13.0,28.0,flat,semi-furnished,east,0,17.4480919,78.3787508
D70499286,unknown,unknown,13000000.0,3.0,1710.0,1710.0,,7.5,4.0,4.0,2.0,49.0,28.0,flat,semi-furnished,unknown,0,17.444695,78.444759
P70388382,kondapur,kondapur,15500000.0,2.0,1320.0,1320.0,,0.0,6.0,20.0,1.0,15.0,30.0,flat,semi-furnished,east,1,17.464041,78.337481
J70197714,kondapur,kondapur,15200000.0,2.0,1295.0,1295.0,,0.0,7.0,20.0,1.0,15.0,30.0,flat,semi-furnished,east,1,17.464041,78.337481
E70388494,kondapur,kondapur,17500000.0,3.0,1505.0,1505.0,,0.0,3.0,20.0,1.0,15.0,30.0,flat,semi-furnished,east,1,17.464041,78.337481
G68709866,unknown,unknown,15000000.0,3.0,1550.0,1550.0,,20.0,16.0,31.0,1.0,13.0,30.0,flat,unfurnished,east,0,17.465823,78.407845
W70390460,kondapur,kondapur,36400000.0,4.0,3165.0,3165.0,,12.0,10.0,21.0,2.0,11.0,30.0,flat,semi-furnished,unknown,0,17.466613,78.336231
K70351330,chiryala village,chiryala village,6300000.0,2.0,1200.0,1200.0,,20.0,0.0,1.0,1.0,1.0,30.0,house,semi-furnished,east,0,17.5227762257577,78.6210684465697
L70346108,unknown,unknown,76000000.0,4.0,2700.0,2700.0,,7.5,2.0,3.0,3.0,48.0,21.0,villa,furnished,east,0,17.46432,78.37295
A70331994,unknown,unknown,9000000.0,3.0,1500.0,1500.0,,2.5,1.0,4.0,1.0,50.0,30.0,flat,furnished,south,0,17.464978,78.35392
Z70121910,unknown,unknown,18000000.0,3.0,1800.0,1800.0,,7.5,1.0,20.0,2.0,50.0,30.0,flat,semi-furnished,north-east,1,17.463262,78.311576
Y70301326,unknown,unknown,68000000.0,4.0,3015.0,3015.0,,2.5,2.0,3.0,4.0,17.0,30.0,villa,semi-furnished,north,0,17.4664197,78.285342
U70296800,kondapur,kondapur,20400000.0,3.0,1885.0,1885.0,,0.0,8.0,10.0,1.0,4.0,30.0,flat,semi-furnished,east,0,17.453031,78.367548
X70296532,kondapur,kondapur,20100000.0,3.0,1890.0,1890.0,,0.0,8.0,10.0,1.0,4.0,30.0,flat,semi-furnished,west,0,17.453031,78.367548
P70282446,unknown,unknown,7430000.0,3.0,1615.0,1615.0,,20.0,4.0,5.0,2.0,46.0,30.0,flat,semi-furnished,east,0,17.50372,78.55658
O70254474,unknown,unknown,13500000.0,2.0,1275.0,1275.0,,20.0,3.0,24.0,1.0,13.0,30.0,flat,furnished,east,0,17.47078,78.30668
Z70223606,unknown,unknown,15000000.0,3.0,1920.0,1920.0,,2.5,9.0,19.0,2.0,50.0,30.0,flat,furnished,east,0,17.485091,78.3671565
Y70221368,unknown,unknown,5200000.0,2.0,1155.0,1155.0,,12.0,2.0,6.0,2.0,48.0,30.0,flat,unfurnished,east,0,17.5316,78.26729
I70210406,kondapur,kondapur,27500000.0,3.0,2390.0,2390.0,,20.0,12.0,21.0,2.0,11.0,30.0,flat,semi-furnished,unknown,0,17.466613,78.336231
F70210138,kompally,kompally,7900000.0,2.0,1265.0,1265.0,,0.0,1.0,5.0,1.0,31.0,30.0,flat,semi-furnished,east,0,17.542881,78.481447
A70197190,kondapur,kondapur,27500000.0,3.0,2385.0,2385.0,,12.0,14.0,21.0,2.0,11.0,30.0,flat,semi-furnished,west,0,17.466613,78.336231
L70193312,unknown,unknown,37400000.0,3.0,3400.0,3400.0,,20.0,4.0,5.0,1.0,38.0,30.0,flat,semi-furnished,east,0,17.453897,78.39297
M70192552,unknown,unknown,31900000.0,3.0,2360.0,2360.0,,0.0,3.0,5.0,1.0,45.0,30.0,flat,furnished,north-east,0,17.4325235,78.4070152
Z70180614,unknown,unknown,10000000.0,3.0,1760.0,1760.0,,12.0,2.0,10.0,2.0,50.0,30.0,flat,semi-furnished,east,0,17.49833,78.45806
Y70091376,unknown,unknown,8500000.0,3.0,1507.0,1507.0,,12.0,3.0,5.0,2.0,1.0,30.0,flat,semi-furnished,east,0,17.442196,78.280067
Y70040632,unknown,unknown,7000000.0,2.0,1350.0,1350.0,,20.0,0.0,1.0,1.0,48.0,30.0,villa,semi-furnished,east,0,17.43993,78.49827
S69990184,unknown,unknown,9400000.0,3.0,1547.0,1547.0,,20.0,5.0,5.0,2.0,47.0,30.0,flat,semi-furnished,north-east,1,17.4601901,78.3024698
Y70017112,unknown,unknown,19500000.0,3.0,1760.0,1760.0,,20.0,16.0,24.0,3.0,48.0,30.0,flat,semi-furnished,west,0,17.42278,78.34724
X70017038,unknown,unknown,17500000.0,3.0,1790.0,1790.0,,20.0,5.0,24.0,2.0,48.0,30.0,flat,semi-furnished,unknown,0,17.42278,78.34724
Y69991738,unknown,unknown,9400000.0,2.0,1250.0,1250.0,,20.0,5.0,9.0,2.0,26.0,30.0,flat,semi-furnished,east,0,17.40223,78.3444
T69986038,unknown,unknown,6900000.0,2.0,1150.0,1150.0,,12.0,3.0,5.0,2.0,50.0,30.0,flat,semi-furnished,east,0,17.47078,78.30668
Z69986014,unknown,unknown,10100000.0,3.0,1690.0,1690.0,,12.0,4.0,4.0,2.0,50.0,30.0,flat,semi-furnished,east,0,17.47078,78.30668
V69985970,unknown,unknown,7500000.0,2.0,1280.0,1280.0,,12.0,3.0,5.0,2.0,17.0,30.0,flat,semi-furnished,east,0,17.4664197,78.285342
F69985918,unknown,unknown,8400000.0,3.0,1400.0,1400.0,,20.0,3.0,5.0,2.0,50.0,30.0,flat,semi-furnished,east,0,17.47078,78.30668
G69960194,unknown,unknown,8200000.0,2.0,1350.0,1350.0,,20.0,0.0,1.0,1.0,11.0,30.0,villa,semi-furnished,north,0,17.4626216,78.6313624
V69915972,unknown,unknown,14500000.0,3.0,1535.0,1535.0,,20.0,3.0,22.0,1.0,9.0,60.0,flat,semi-furnished,west,0,17.478221,78.312255
W69402284,osman nagar,osman nagar,7000000.0,2.0,1200.0,1200.0,,12.0,3.0,5.0,2.0,1.0,30.0,flat,semi-furnished,east,0,17.442196,78.280067
J69626548,"ramgopalpet, secundrabad","ramgopalpet, secundrabad",17500000.0,3.0,2332.0,2332.0,,20.0,0.0,1.0,2.0,0.0,5.0,flat,semi-furnished,east,0,,
P69627182,kompally,kompally,8900000.0,3.0,1780.0,1780.0,,20.0,2.0,5.0,2.0,0.0,5.0,flat,semi-furnished,west,0,,
X69627636,kompally,kompally,10800000.0,3.0,1971.0,1971.0,,12.0,2.0,5.0,2.0,37.0,5.0,flat,semi-furnished,east,0,17.538237,78.480804
Y69628522,kompally,kompally,15400000.0,3.0,2195.0,2195.0,,12.0,2.0,10.0,1.0,0.0,5.0,flat,semi-furnished,east,0,,
K68804974,unknown,unknown,8650000.0,2.0,1570.0,1570.0,,12.0,7.0,10.0,2.0,50.0,5.0,flat,furnished,north,0,17.4011618,78.37569
P68805356,unknown,unknown,9515000.0,3.0,1730.0,1730.0,,12.0,9.0,10.0,2.0,50.0,5.0,flat,furnished,north,0,17.4011618,78.37569
B69764018,kollur,kollur,48600000.0,4.0,3767.0,3767.0,,12.0,0.0,1.0,4.0,4.0,5.0,villa,furnished,north,0,17.523851,78.254744
Y69764804,tellapur,tellapur,50400000.0,3.0,3600.0,3600.0,,20.0,0.0,1.0,2.0,1.0,5.0,villa,furnished,west,0,17.434335,78.286311
G69625812,unknown,unknown,7136000.0,2.0,1170.0,1170.0,,12.0,3.0,13.0,1.0,0.0,5.0,flat,semi-furnished,east,0,,
T69771614,kollur,kollur,7375000.0,2.0,1295.0,1295.0,,12.0,3.0,23.0,2.0,0.0,5.0,flat,semi-furnished,east,0,17.443855,78.250431
V70880896,sriram nagar,sriram nagar,9518000.0,3.0,1700.0,1700.0,,12.0,5.0,10.0,3.0,0.0,7.0,flat,furnished,north-east,0,,
I70880480,sriram nagar,sriram nagar,7279000.000000001,2.0,1300.0,1300.0,,12.0,5.0,10.0,2.0,0.0,7.0,flat,furnished,north-east,0,,
V70616384,suchitra,suchitra,6049000.0,2.0,1100.0,1100.0,,20.0,2.0,5.0,2.0,0.0,21.0,flat,furnished,east,0,,
A70615294,suchitra,suchitra,7891000.0,3.0,1435.0,1435.0,,20.0,2.0,5.0,2.0,0.0,21.0,flat,furnished,east,0,,
O70614564,bolarum-alwal,bolarum-alwal,6349000.0,2.0,1296.0,1296.0,,12.0,2.0,5.0,2.0,0.0,21.0,flat,furnished,east,0,,
L70391950,unknown,unknown,7688000.0,2.0,1230.0,1230.0,,20.0,5.0,5.0,2.0,0.0,30.0,flat,furnished,north-east,0,,
W70391770,unknown,unknown,10300000.0,3.0,1650.0,1650.0,,20.0,5.0,5.0,3.0,0.0,30.0,flat,furnished,north-east,0,,
P70352032,"jubilee hills extension, shaiket","jubilee hills extension, shaiket",21500000.0,3.0,2260.0,2260.0,,12.0,10.0,10.0,3.0,0.0,30.0,flat,furnished,north-east,0,,
Z70351590,kokapet,kokapet,18000000.0,3.0,1900.0,1900.0,,12.0,40.0,40.0,3.0,0.0,30.0,flat,furnished,north-east,0,,
A70221978,bandlaguda jagir,bandlaguda jagir,17300000.0,3.0,2230.0,2230.0,,12.0,12.0,23.0,3.0,0.0,30.0,flat,furnished,unknown,0,,
F70221652,miyapur,miyapur,9415000.0,2.0,1345.0,1345.0,,20.0,5.0,5.0,2.0,5.0,30.0,flat,furnished,north-east,0,17.505924075676,78.36191868992
H70221316,miyapur,miyapur,15400000.0,3.0,2200.0,2200.0,,20.0,5.0,5.0,3.0,5.0,30.0,flat,furnished,north-east,0,17.505924075676,78.36191868992
L70217986,"chengicherla, uppal","chengicherla, uppal",9910000.0,3.0,1770.0,1770.0,,12.0,7.0,7.0,3.0,0.0,30.0,flat,furnished,north-east,0,,
J70217392,uppal,uppal,7553000.0,2.0,1349.0,1349.0,,12.0,7.0,7.0,2.0,50.0,30.0,flat,furnished,north-east,0,17.4018092,78.5601892
H69980884,"zee family daba, kompally","zee family daba, kompally",9620000.0,3.0,1850.0,1850.0,,20.0,5.0,5.0,2.0,0.0,30.0,flat,furnished,east,0,,
O65104392,unknown,unknown,100000000.0,5.0,9000.0,9000.0,,20.0,2.0,3.0,3.0,33.0,14.0,villa,semi-furnished,east,0,17.411744,78.341175
R65104224,unknown,unknown,100000000.0,5.0,9000.0,9000.0,,20.0,2.0,3.0,3.0,47.0,14.0,villa,semi-furnished,east,0,17.4359437,78.3416731
J65111578,unknown,unknown,100000000.0,5.0,9000.0,9000.0,,20.0,2.0,3.0,3.0,50.0,14.0,villa,semi-furnished,east,0,17.4295317,78.41266
T65111602,unknown,unknown,100000000.0,5.0,9000.0,9000.0,,20.0,2.0,3.0,3.0,46.0,14.0,villa,semi-furnished,east,0,17.4164707,78.4382469
T65111534,unknown,unknown,100000000.0,5.0,9000.0,9000.0,,20.0,2.0,3.0,3.0,49.0,14.0,villa,semi-furnished,east,0,17.4609913,78.3532083
O65111520,unknown,unknown,100000000.0,5.0,9000.0,9000.0,,20.0,2.0,3.0,3.0,25.0,14.0,villa,semi-furnished,east,0,17.3923634,78.3621784
C65111498,unknown,unknown,100000000.0,5.0,9000.0,9000.0,,20.0,2.0,3.0,3.0,26.0,14.0,villa,semi-furnished,east,0,17.40223,78.3444
D65111496,unknown,unknown,100000000.0,5.0,9000.0,9000.0,,20.0,2.0,3.0,3.0,26.0,14.0,villa,semi-furnished,east,0,17.40223,78.3444
J65111502,unknown,unknown,100000000.0,5.0,9000.0,9000.0,,20.0,2.0,3.0,3.0,25.0,14.0,villa,semi-furnished,east,0,17.3923634,78.3621784
L68685146,unknown,unknown,100000000.0,5.0,10000.0,10000.0,,20.0,2.0,3.0,4.0,48.0,14.0,villa,unfurnished,unknown,0,17.42278,78.34724
N68684948,unknown,unknown,200000000.0,8.0,20000.0,20000.0,,20.0,2.0,3.0,4.0,39.0,14.0,villa,unfurnished,unknown,0,17.4480919,78.3787508
Y68685062,unknown,unknown,200000000.0,8.0,20000.0,20000.0,,20.0,0.0,,4.0,48.0,14.0,villa,unfurnished,unknown,0,17.4411482,78.3910691
W68642500,unknown,unknown,100000000.0,5.0,10000.0,10000.0,,20.0,2.0,3.0,4.0,48.0,21.0,villa,unfurnished,north-east,0,17.42278,78.34724
S70623888,unknown,unknown,50000000.0,5.0,7500.0,7500.0,,20.0,2.0,3.0,4.0,0.0,21.0,villa,unfurnished,unknown,0,17.2494091,78.4183466
K70623876,unknown,unknown,100000000.0,6.0,10000.0,10000.0,,20.0,2.0,3.0,4.0,0.0,21.0,villa,unfurnished,unknown,0,17.2494091,78.4183466
M70623872,unknown,unknown,50000000.0,5.0,5000.0,5000.0,,20.0,2.0,3.0,4.0,6.0,21.0,villa,unfurnished,unknown,0,17.349758,78.360196
M70623866,unknown,unknown,100000000.0,6.0,7500.0,7500.0,,20.0,2.0,3.0,4.0,6.0,21.0,villa,unfurnished,unknown,0,17.349758,78.360196
D70623844,unknown,unknown,100000000.0,6.0,6000.0,6000.0,,20.0,2.0,3.0,4.0,17.0,21.0,villa,unfurnished,unknown,0,17.4664197,78.285342
O70623838,unknown,unknown,50000000.0,5.0,6000.0,6000.0,,20.0,2.0,3.0,4.0,17.0,21.0,villa,unfurnished,unknown,0,17.4664197,78.285342
B70610658,unknown,unknown,50000000.0,5.0,5000.0,5000.0,,20.0,2.0,3.0,4.0,0.0,21.0,villa,unfurnished,unknown,0,17.443855,78.250431
P70610590,unknown,unknown,100000000.0,6.0,7500.0,7500.0,,20.0,2.0,3.0,4.0,0.0,21.0,villa,unfurnished,unknown,0,17.443354,78.182044
S70610534,unknown,unknown,50000000.0,6.0,7500.0,7500.0,,20.0,2.0,3.0,4.0,0.0,21.0,villa,unfurnished,unknown,0,17.443354,78.182044
V70610494,unknown,unknown,50000000.0,5.0,5000.0,5000.0,,20.0,2.0,3.0,4.0,0.0,21.0,villa,unfurnished,unknown,0,17.443354,78.182044
I70610446,unknown,unknown,100000000.0,6.0,7500.0,7500.0,,20.0,2.0,3.0,4.0,0.0,21.0,villa,unfurnished,unknown,0,17.42169,78.21842
N70610392,unknown,unknown,50000000.0,5.0,5000.0,5000.0,,20.0,2.0,3.0,4.0,0.0,21.0,villa,unfurnished,unknown,0,17.42169,78.21842
I70610348,unknown,unknown,70000000.0,5.0,7500.0,7500.0,,20.0,2.0,3.0,4.0,13.0,21.0,villa,unfurnished,unknown,0,17.6197,78.082693
F70610272,unknown,unknown,50000000.0,5.0,7500.0,7500.0,,20.0,2.0,3.0,4.0,13.0,21.0,villa,semi-furnished,unknown,0,17.6197,78.082693
P70610202,unknown,unknown,100000000.0,6.0,7500.0,7500.0,,20.0,2.0,3.0,4.0,46.0,21.0,villa,semi-furnished,unknown,0,17.5330867548758,78.2682745858627
T70610130,unknown,unknown,50000000.0,5.0,5000.0,5000.0,,20.0,2.0,3.0,4.0,46.0,21.0,villa,unfurnished,unknown,0,17.5330867548758,78.2682745858627
B70610084,unknown,unknown,100000000.0,6.0,7500.0,7500.0,,20.0,2.0,3.0,4.0,50.0,21.0,villa,unfurnished,unknown,0,17.509181,78.3521088
K70610060,unknown,unknown,50000000.0,5.0,5000.0,5000.0,,20.0,2.0,3.0,4.0,50.0,21.0,villa,semi-furnished,unknown,0,17.509181,78.3521088
D70610030,unknown,unknown,100000000.0,5.0,7500.0,7500.0,,20.0,2.0,3.0,4.0,47.0,21.0,villa,unfurnished,unknown,0,17.49479,78.39964
Q70610010,unknown,unknown,50000000.0,5.0,5000.0,5000.0,,20.0,2.0,3.0,4.0,47.0,21.0,villa,unfurnished,unknown,0,17.49479,78.39964
S70609922,unknown,unknown,100000000.0,6.0,7500.0,7500.0,,20.0,2.0,3.0,4.0,46.0,21.0,villa,unfurnished,unknown,0,17.4164707,78.4382469
