BEDROOM_NUM_CLEAN,TOTAL_FLOOR,FEATURE_COUNT,AMENITY_COUNT,LANDMARK_COUNT,FLOOR_RATIO,BALCONY_NUM,AREA_SQFT,LATITUDE,LONGITUDE,LISTING_AGE_DAYS,IS_READY_TO_MOVE,IS_UNDER_CONSTR,IS_RERA,IS_RESALE,IS_NEW_BOOKING,IS_VERIFIED,HAS_SOCIETY,IS_TOP_FLOOR,IS_GROUND_FLOOR,PROP_TYPE_CLEAN,FURNISH_LABEL,FACING_LABEL,AGE_LABEL,AREA_BUCKET,BALCONY_BUCKET,LOCALITY,TARGET_PRICE_SQFT,FLOOR_RATIO_WAS_MISSING,BALCONY_NUM_WAS_MISSING,BEDROOM_NUM_CLEAN_WAS_MISSING,TOTAL_FLOOR_WAS_MISSING
4.0,5.0,26,28,50.0,0.5384615384615384,3.0,2701.0,17.536121,78.289779,5.0,0,1,0,1,0,0,1,0,0,Villa,Semi_Furnished,NE,Resale_Old,XL,3+,: ,5699.0,1,0,0,1
4.0,3.0,19,21,50.0,0.5384615384615384,2.0,2701.0,17.5090182,78.3001801,5.0,0,1,0,1,0,0,1,0,0,Villa,Semi_Furnished,NE,Resale_Old,XL,2,: ,5700.0,1,0,0,0
3.0,38.0,12,14,3.0,0.5384615384615384,2.0,2701.0,17.575068,78.253963,14.0,0,1,0,1,0,0,0,0,0,Villa,Semi_Furnished,East,Resale_Old,XL,2,: ,5700.0,1,0,0,0
3.0,40.0,18,20,0.0,0.25,1.0,1679.0,17.443855,78.250431,14.0,0,1,0,1,0,0,1,0,0,Apartment,Semi_Furnished,North,Resale_Old,Medium,1,: ,6300.0,0,0,0,0
4.0,3.0,12,12,50.0,0.5384615384615384,2.0,2701.0,17.5090182,78.3001801,14.0,0,1,0,1,0,0,0,0,0,Villa,Semi_Furnished,East,Resale_Old,XL,2,: ,5700.0,1,0,0,0
2.0,4.0,1,2,50.0,0.75,1.0,900.0,17.487095,78.38616,21.0,1,0,0,1,0,0,1,0,0,Apartment,Semi_Furnished,South,5_10_yrs,Small,1,6th Phase KPHB,7222.0,0,0,0,0
4.0,2.0,14,16,50.0,0.5384615384615384,2.0,165.0,17.5090182,78.3001801,14.0,0,1,0,1,0,0,0,0,0,Villa,Semi_Furnished,East,Resale_Old,Micro,2,: ,93333.0,1,0,0,0
4.0,2.0,19,21,0.0,0.5384615384615384,2.0,220.0,17.443354,78.182044,14.0,0,1,0,1,0,0,0,0,0,Villa,Semi_Furnished,East,Resale_Old,Micro,2,: ,95454.0,1,0,0,0
3.0,2.0,27,30,25.0,0.5384615384615384,2.0,1800.0,17.3923634,78.3621784,28.0,0,1,0,1,0,0,0,0,0,Villa,Semi_Furnished,East,Resale_Old,Medium,2,: ,150000.0,1,0,0,0
3.0,2.0,20,23,26.0,0.5384615384615384,2.0,1800.0,17.40223,78.3444,28.0,0,1,0,1,0,0,0,0,0,Villa,Semi_Furnished,East,Resale_Old,Medium,2,: ,150000.0,1,0,0,0
3.0,2.0,27,30,47.0,0.5384615384615384,2.0,1800.0,17.4359437,78.3416731,28.0,0,1,0,1,0,0,0,0,0,Villa,Semi_Furnished,East,Resale_Old,Medium,2,: ,150000.0,1,0,0,0
3.0,2.0,27,30,50.0,0.5384615384615384,2.0,1800.0,17.47078,78.30668,28.0,0,1,0,1,0,0,0,0,0,Villa,Semi_Furnished,East,Resale_Old,Medium,2,: ,150000.0,1,0,0,0
3.0,2.0,27,30,0.0,0.5384615384615384,2.0,1800.0,16.5609,77.85031,28.0,0,1,0,1,0,0,0,0,0,Villa,Semi_Furnished,East,Resale_Old,Medium,2,: ,150000.0,1,0,0,0
3.0,8.0,4,4,50.0,0.625,2.0,3798.0,17.418186,78.402167,21.0,1,0,0,1,0,0,1,0,0,Apartment,Semi_Furnished,South,Resale_Very_Old,XL,2,: ,15007.0,0,0,0,0
4.0,8.0,4,4,50.0,0.625,2.0,4725.0,17.418186,78.402167,21.0,1,0,0,1,0,0,1,0,0,Apartment,Semi_Furnished,North,Resale_Very_Old,XL,2,: ,15026.0,0,0,0,0
3.0,11.0,8,9,15.0,0.0909090909090909,2.0,3431.0,17.406293,78.437333,30.0,1,0,0,1,0,0,1,0,0,Apartment,Furnished,East,Under_Construction,XL,2,: ,10055.0,0,0,0,0
3.0,1.0,6,6,3.0,0.5384615384615384,3.0,1440.0,17.575068,78.253963,30.0,1,0,0,1,0,0,0,0,0,Villa,Semi_Furnished,East,Resale_Very_Old,Medium,3+,: ,9722.0,1,0,0,0
2.0,9.0,18,21,4.0,0.3333333333333333,1.0,1290.0,16.5609,77.85031,30.0,0,1,1,1,0,0,1,0,0,Apartment,Unfurnished,East,Resale_Old,Medium,1,: ,6599.0,0,0,0,0
2.0,9.0,22,22,0.0,0.7777777777777778,1.0,1315.0,78.48667,17.38504,30.0,0,1,0,1,0,0,1,0,0,Apartment,Semi_Furnished,West,Resale_Old,Medium,1,: ,5855.0,0,0,0,0
3.0,14.0,18,20,10.0,0.0714285714285714,2.0,1494.0,17.5468498,78.3650231,2.0,0,1,0,1,0,0,1,0,0,Apartment,Semi_Furnished,East,Resale_Old,Medium,2,: ,4900.0,0,0,0,0
3.0,5.0,20,22,47.0,0.6,2.0,1540.0,17.5337007,78.401286,2.0,1,0,0,1,0,0,1,0,0,Apartment,Semi_Furnished,Unknown,Resale_Very_Old,Medium,2,: ,5700.0,0,0,0,0
3.0,12.0,11,13,10.0,0.4166666666666667,2.0,1944.0,17.5468498,78.3650231,7.0,0,1,0,1,0,0,1,0,0,Apartment,Semi_Furnished,West,Resale_Old,Large,2,Bachupally,4900.0,0,0,0,0
4.0,3.0,2,3,47.0,0.5384615384615384,3.0,5600.0,17.49182,78.32617,30.0,1,0,0,1,0,0,1,0,0,Villa,Furnished,East,Under_Construction,XXL,3+,: ,18571.0,1,0,0,0
3.0,22.0,31,33,15.0,0.7272727272727273,2.0,1609.0,17.4563368,78.2967816,4.0,0,1,0,1,0,0,1,0,0,Apartment,Semi_Furnished,East,Resale_Old,Medium,2,Tellpur Osmannagar,6300.0,0,0,0,0
3.0,47.0,17,17,0.0,0.4042553191489361,2.0,3000.0,78.48667,17.38504,7.0,0,1,0,1,0,0,1,0,0,Apartment,Semi_Furnished,East,Resale_Old,XL,2,Narsingi,6300.0,0,0,0,0
3.0,28.0,31,33,15.0,0.8214285714285714,2.0,2115.0,17.4563368,78.2967816,14.0,0,1,0,1,0,0,1,0,0,Apartment,Semi_Furnished,East,Resale_Old,Large,2,Tellpur Osmannagar,6900.0,0,0,0,0
2.0,28.0,31,33,15.0,0.9285714285714286,2.0,1390.0,17.4563368,78.2967816,14.0,0,1,0,1,0,0,1,0,0,Apartment,Semi_Furnished,East,Resale_Old,Medium,2,Tellpur Osmannagar,6900.0,0,0,0,0
4.0,2.0,8,8,0.0,0.5384615384615384,2.0,2925.0,17.443354,78.182044,14.0,1,0,1,1,0,0,1,0,0,Villa,Semi_Furnished,East,Resale_Very_Old,XL,2,: ,10784.0,1,0,0,0
2.0,4.0,5,6,50.0,0.25,2.0,1290.0,17.3933,78.54053,30.0,1,0,0,1,0,0,1,0,0,Apartment,Semi_Furnished,Unknown,5_10_yrs,Medium,2,Ramanthapur,4263.0,0,0,0,0
4.0,2.0,3,5,10.0,0.5384615384615384,2.0,1332.0,17.5349533,78.5327423,5.0,1,0,0,1,0,1,0,0,0,Villa,Semi_Furnished,North,Resale_Very_Old,Medium,2,: ,79729.0,1,0,0,0
4.0,2.0,4,7,10.0,0.5384615384615384,2.0,1134.0,17.532558,78.529251,14.0,1,0,0,1,0,0,0,0,0,Villa,Semi_Furnished,West,Resale_Very_Old,Small,2,: ,79365.0,1,0,0,0
3.0,5.0,4,4,0.0,0.5384615384615384,2.0,1500.0,78.48667,17.38504,30.0,0,1,0,1,0,0,1,0,0,Apartment,Semi_Furnished,East,Resale_Old,Medium,2,Manikonda,5800.0,1,0,0,0
3.0,9.0,17,17,3.0,0.6666666666666666,1.0,1425.0,17.20869,78.47603,14.0,0,1,0,1,0,0,1,0,0,Apartment,Semi_Furnished,East,Resale_Old,Medium,1,: ,4500.0,0,0,0,0
3.0,9.0,22,22,3.0,0.3333333333333333,1.0,1405.0,17.20869,78.47603,14.0,0,1,0,1,0,0,1,0,0,Apartment,Semi_Furnished,East,Resale_Old,Medium,1,: ,4500.0,0,0,0,0
2.0,9.0,21,21,3.0,0.4444444444444444,1.0,1150.0,17.20869,78.47603,14.0,0,1,0,1,0,0,1,0,0,Apartment,Semi_Furnished,East,Resale_Old,Small,1,: ,5000.0,0,0,0,0
2.0,9.0,15,15,3.0,0.8888888888888888,1.0,1350.0,17.20869,78.47603,14.0,0,1,0,1,0,0,1,0,0,Apartment,Semi_Furnished,West,Resale_Old,Medium,1,: ,5000.0,0,0,0,0
3.0,9.0,16,16,3.0,0.2222222222222222,2.0,1700.0,17.20869,78.47603,14.0,0,1,0,1,0,0,1,0,0,Apartment,Semi_Furnished,East,Resale_Old,Medium,2,: ,5000.0,0,0,0,0
3.0,9.0,18,18,3.0,0.8888888888888888,2.0,1850.0,17.20869,78.47603,14.0,0,1,0,1,0,0,1,0,0,Apartment,Semi_Furnished,Unknown,Resale_Old,Large,2,: ,5000.0,0,0,0,0
3.0,9.0,17,17,3.0,0.2222222222222222,2.0,1750.0,17.20869,78.47603,14.0,0,1,0,1,0,0,1,0,0,Apartment,Semi_Furnished,East,Resale_Old,Medium,2,: ,5000.0,0,0,0,0
2.0,9.0,18,18,3.0,0.3333333333333333,2.0,1140.0,17.20869,78.47603,14.0,0,1,0,1,0,0,1,0,0,Apartment,Semi_Furnished,East,Resale_Old,Small,2,: ,5000.0,0,0,0,0
2.0,9.0,17,17,3.0,0.7777777777777778,3.0,1300.0,17.20869,78.47603,14.0,0,1,0,1,0,0,1,0,0,Apartment,Semi_Furnished,Unknown,Resale_Old,Medium,3+,: ,5000.0,0,0,0,0
3.0,9.0,18,18,3.0,0.3333333333333333,2.0,1600.0,17.20869,78.47603,14.0,0,1,0,1,0,0,1,0,0,Apartment,Semi_Furnished,Unknown,Resale_Old,Medium,2,: ,5000.0,0,0,0,0
3.0,9.0,20,20,3.0,0.6666666666666666,3.0,1800.0,17.20869,78.47603,14.0,0,1,0,1,0,0,1,0,0,Apartment,Semi_Furnished,West,Resale_Old,Medium,3+,: ,5000.0,0,0,0,0
3.0,9.0,18,18,3.0,0.3333333333333333,2.0,1700.0,17.20869,78.47603,21.0,0,1,0,1,0,0,1,0,0,Apartment,Semi_Furnished,Unknown,Resale_Old,Medium,2,: ,4800.0,0,0,0,0
3.0,9.0,31,31,3.0,0.6666666666666666,2.0,1825.0,17.20869,78.47603,21.0,0,1,0,1,0,0,1,0,0,Apartment,Semi_Furnished,Unknown,Resale_Old,Large,2,: ,4800.0,0,0,0,0
3.0,9.0,25,25,3.0,0.3333333333333333,2.0,1594.0,17.20869,78.47603,21.0,0,1,0,1,0,0,1,0,0,Apartment,Semi_Furnished,Unknown,Resale_Old,Medium,2,: ,4800.0,0,0,0,0
2.0,9.0,26,26,3.0,0.4444444444444444,1.0,1314.0,17.20869,78.47603,21.0,0,1,0,1,0,0,1,0,0,Apartment,Semi_Furnished,Unknown,Resale_Old,Medium,1,: ,4800.0,0,0,0,0
2.0,9.0,31,31,3.0,0.3333333333333333,1.0,1305.0,17.20869,78.47603,21.0,0,1,0,1,0,0,1,0,0,Apartment,Semi_Furnished,Unknown,Resale_Old,Medium,1,: ,4800.0,0,0,0,0
2.0,9.0,25,25,3.0,0.2222222222222222,1.0,1324.0,17.20869,78.47603,21.0,0,1,0,1,0,0,1,0,0,Apartment,Semi_Furnished,Unknown,Resale_Old,Medium,1,: ,4800.0,0,0,0,0
2.0,9.0,22,24,3.0,0.3333333333333333,1.0,1301.0,17.20869,78.47603,30.0,0,1,0,1,0,0,1,0,0,Apartment,Semi_Furnished,West,Resale_Old,Medium,1,: ,4800.0,0,0,0,0
2.0,9.0,22,24,3.0,0.4444444444444444,1.0,1240.0,17.20869,78.47603,30.0,0,1,0,1,0,0,1,0,0,Apartment,Semi_Furnished,East,Resale_Old,Medium,1,: ,4800.0,0,0,0,0
2.0,9.0,21,23,3.0,0.4444444444444444,1.0,1152.0,17.20869,78.47603,30.0,0,1,0,1,0,0,1,0,0,Apartment,Semi_Furnished,West,Resale_Old,Small,1,: ,4800.0,0,0,0,0
2.0,9.0,18,18,3.0,0.4444444444444444,1.0,1317.0,17.20869,78.47603,30.0,0,1,0,1,0,0,1,0,0,Apartment,Semi_Furnished,East,Resale_Old,Medium,1,: ,4800.0,0,0,0,0
3.0,9.0,19,19,3.0,0.2222222222222222,1.0,1567.0,17.20869,78.47603,30.0,0,1,0,1,0,0,1,0,0,Apartment,Semi_Furnished,Unknown,Resale_Old,Medium,1,: ,4800.0,0,0,0,0
3.0,9.0,17,17,3.0,0.6666666666666666,1.0,1687.0,17.20869,78.47603,30.0,0,1,0,1,0,0,1,0,0,Apartment,Semi_Furnished,East,Resale_Old,Medium,1,: ,4800.0,0,0,0,0
2.0,9.0,20,22,3.0,0.2222222222222222,1.0,1220.0,17.20869,78.47603,30.0,0,1,0,1,0,0,1,0,0,Apartment,Unfurnished,Unknown,Resale_Old,Medium,1,: ,4800.0,0,0,0,0
3.0,9.0,20,20,3.0,0.4444444444444444,2.0,1645.0,17.20869,78.47603,30.0,0,1,0,1,0,0,1,0,0,Apartment,Semi_Furnished,Unknown,Resale_Old,Medium,2,: ,4800.0,0,0,0,0
2.0,9.0,21,22,3.0,0.4444444444444444,2.0,1130.0,17.20869,78.47603,30.0,0,1,0,1,0,0,1,0,0,Apartment,Semi_Furnished,West,Resale_Old,Small,2,: ,4800.0,0,0,0,0
2.0,9.0,11,13,3.0,0.3333333333333333,2.0,1112.0,17.20869,78.47603,30.0,0,1,0,1,0,0,1,0,0,Apartment,Semi_Furnished,West,Resale_Old,Small,2,: ,4800.0,0,0,0,0
2.0,9.0,20,22,3.0,0.3333333333333333,1.0,1248.0,17.20869,78.47603,30.0,0,1,0,1,0,0,1,0,0,Apartment,Semi_Furnished,East,Resale_Old,Medium,1,: ,4800.0,0,0,0,0
3.0,20.0,10,10,3.0,0.3,3.0,1140.0,17.20869,78.47603,30.0,0,1,0,1,0,0,1,0,0,Apartment,Semi_Furnished,Unknown,Resale_Old,Small,3+,: ,4800.0,0,0,0,0
3.0,20.0,9,9,3.0,0.65,3.0,1300.0,17.20869,78.47603,30.0,0,1,0,1,0,0,1,0,0,Apartment,Semi_Furnished,Unknown,Resale_Old,Medium,3+,: ,4800.0,0,0,0,0
3.0,20.0,8,8,3.0,0.15,3.0,1600.0,17.20869,78.47603,30.0,0,1,0,1,0,0,1,0,0,Apartment,Semi_Furnished,Unknown,Resale_Old,Medium,3+,: ,4800.0,0,0,0,0
3.0,20.0,7,7,3.0,0.1,3.0,2400.0,17.20869,78.47603,30.0,0,1,0,1,0,0,1,0,0,Apartment,Semi_Furnished,Unknown,Resale_Old,Large,3+,: ,4800.0,0,0,0,0
3.0,20.0,8,8,3.0,0.25,3.0,1800.0,17.20869,78.47603,30.0,0,1,0,1,0,0,1,0,0,Apartment,Semi_Furnished,Unknown,Resale_Old,Medium,3+,: ,4800.0,0,0,0,0
2.0,5.0,6,6,3.0,0.2,1.0,1415.0,17.20869,78.47603,30.0,0,1,0,1,0,0,1,0,0,Apartment,Semi_Furnished,West,Resale_Old,Medium,1,: ,4500.0,0,0,0,0
3.0,5.0,10,10,3.0,0.6,1.0,1575.0,17.20869,78.47603,30.0,0,1,0,1,0,0,1,0,0,Apartment,Unfurnished,East,Resale_Old,Medium,1,: ,4500.0,0,0,0,0
3.0,5.0,8,8,3.0,0.4,1.0,1680.0,17.20869,78.47603,30.0,0,1,0,1,0,0,1,0,0,Apartment,Semi_Furnished,Unknown,Resale_Old,Medium,1,: ,4500.0,0,0,0,0
3.0,5.0,9,9,3.0,0.6,1.0,1510.0,17.20869,78.47603,30.0,0,1,0,1,0,0,1,0,0,Apartment,Semi_Furnished,Unknown,Resale_Old,Medium,1,: ,4500.0,0,0,0,0
2.0,5.0,8,8,3.0,0.6,1.0,1240.0,17.20869,78.47603,30.0,0,1,0,1,0,0,1,0,0,Apartment,Unfurnished,Unknown,Resale_Old,Medium,1,: ,4500.0,0,0,0,0
2.0,5.0,21,22,49.0,0.6,1.0,1046.0,17.500423,78.416435,28.0,1,0,0,1,0,1,1,0,0,Apartment,Semi_Furnished,East,Under_Construction,Small,1,: ,5500.0,0,0,0,0
4.0,2.0,2,3,50.0,0.5384615384615384,2.0,1350.0,17.5221868,78.5027139,60.0,1,0,0,1,0,1,0,0,0,Villa,Furnished,East,Resale_Very_Old,Medium,2,: ,100000.0,1,0,0,0
3.0,5.0,13,13,50.0,0.8,2.0,3650.0,17.4295317,78.41266,30.0,0,1,0,1,0,0,1,0,0,Apartment,Semi_Furnished,East,Resale_Old,XL,2,: ,14500.0,0,0,0,0
4.0,36.0,9,9,13.0,0.3333333333333333,1.0,2708.0,17.402291123438,78.338167423361,21.0,0,1,1,1,0,0,1,0,0,Apartment,Semi_Furnished,Unknown,Resale_Old,XL,1,: ,8641.0,0,0,0,0
3.0,2.0,8,9,0.0,0.5384615384615384,2.0,1503.0,17.233562897673416,78.54189608906688,30.0,0,1,0,1,0,0,0,0,0,Villa,Semi_Furnished,East,Resale_Old,Medium,2,: ,6387.0,1,0,0,0
3.0,2.0,8,11,0.0,0.5384615384615384,2.0,1972.0,17.23238,78.53542,14.0,0,1,0,1,0,0,1,0,0,Villa,Semi_Furnished,East,Resale_Old,Large,2,: ,4563.0,1,0,0,0
2.0,5.0,13,13,49.0,0.6,1.0,1148.0,17.4609913,78.3532083,5.0,0,1,0,1,0,0,1,0,0,Apartment,Semi_Furnished,North,Resale_Old,Small,1,Kondapur,6600.0,0,0,0,0
2.0,5.0,15,15,49.0,0.6,1.0,1180.0,17.4609913,78.3532083,7.0,0,1,0,1,0,0,1,0,0,Apartment,Semi_Furnished,East,Resale_Old,Small,1,Kondapur,6500.0,0,0,0,0
2.0,8.0,16,18,16.0,0.125,1.0,1030.0,17.35773,78.376583,7.0,1,0,0,1,0,0,1,0,0,Apartment,Furnished,East,0_5_yrs,Small,1,: ,6601.0,0,0,0,0
3.0,45.0,27,27,50.0,0.0444444444444444,3.0,1590.0,17.509181,78.3521088,60.0,0,1,0,1,0,0,1,0,0,Apartment,Semi_Furnished,East,Resale_Old,Medium,3+,: ,6999.0,0,0,0,0
3.0,5.0,8,8,0.0,0.6,2.0,1825.0,78.48667,17.38504,30.0,1,0,0,1,0,0,1,0,0,Apartment,Furnished,East,Resale_Very_Old,Large,2,: ,7232.0,0,0,0,0
3.0,5.0,18,18,0.0,0.6,2.0,1765.0,78.48667,17.38504,30.0,1,0,0,1,0,0,1,0,0,Apartment,Semi_Furnished,West,Resale_Very_Old,Medium,2,: ,6798.0,0,0,0,0
4.0,3.0,7,9,50.0,0.5384615384615384,2.0,2500.0,17.4018092,78.5601892,5.0,1,0,0,1,0,1,1,0,0,Villa,Furnished,NE,Under_Construction,Large,2,Uppal,7600.0,1,0,0,0
2.0,35.0,31,34,10.0,0.2285714285714285,1.0,1283.0,17.4139813,78.3391837,7.0,1,0,1,1,0,1,1,0,0,Apartment,Furnished,East,Under_Construction,Medium,1,: ,17142.0,0,0,0,0
4.0,2.0,8,8,0.0,0.5384615384615384,1.0,2250.0,17.233562897673416,78.54189608906688,30.0,1,0,0,1,0,0,0,0,0,Villa,Semi_Furnished,NE,Resale_Very_Old,Large,1,: ,26000.0,1,0,0,0
2.0,14.0,25,26,37.0,0.0714285714285714,2.0,1320.0,17.538237,78.480804,14.0,0,1,0,1,0,0,1,0,0,Apartment,Semi_Furnished,East,Resale_Old,Medium,2,: ,5199.0,0,0,0,0
2.0,5.0,12,13,0.0,0.4,1.0,1350.0,78.48667,17.38504,21.0,1,0,0,1,0,0,1,0,0,Apartment,Furnished,West,Under_Construction,Medium,1,: ,5509.0,0,0,0,0
2.0,5.0,7,8,49.0,0.8,1.0,1160.0,17.5055323,78.3302192,30.0,1,0,0,1,0,1,1,0,0,Apartment,Furnished,NE,Resale_Very_Old,Small,1,Miyapur,5801.0,0,0,0,0
2.0,5.0,11,11,49.0,1.0,2.0,997.0,17.357762,78.511415,90.0,1,0,0,1,0,1,1,1,0,Apartment,Furnished,Unknown,5_10_yrs,Small,2,: ,4714.0,0,0,0,0
4.0,3.0,7,9,15.0,0.5384615384615384,4.0,3223.0,17.4664197,78.285342,30.0,1,0,1,1,0,0,1,0,0,Villa,Semi_Furnished,West,Resale_Very_Old,XL,3+,: ,16289.0,1,0,0,0
3.0,5.0,8,8,49.0,1.0,1.0,1580.0,17.505811,78.539781,120.0,1,0,0,1,0,0,1,1,0,Apartment,Semi_Furnished,NE,0_5_yrs,Medium,1,: ,6500.0,0,0,0,0
4.0,2.0,7,8,0.0,0.5384615384615384,3.0,2925.0,17.443354,78.182044,6.0,1,0,1,1,0,0,1,0,0,Villa,Semi_Furnished,East,Under_Construction,XL,3+,: ,86769.0,1,0,0,0
5.0,2.0,21,23,44.0,0.5384615384615384,3.0,4438.0,17.442058,78.346883,6.0,1,0,0,1,0,0,1,0,0,Villa,Furnished,North,0_5_yrs,XL,3+,: ,31545.0,1,0,0,0
5.0,47.0,31,33,25.0,0.425531914893617,3.0,5500.0,17.3923634,78.3621784,7.0,0,1,0,1,0,0,1,0,0,Apartment,Semi_Furnished,East,Resale_Old,XXL,3+,Narsingi,6300.0,0,0,0,0
3.0,28.0,30,32,1.0,0.8928571428571429,2.0,2115.0,17.442196,78.280067,21.0,0,1,0,1,0,0,1,0,0,Apartment,Semi_Furnished,East,Resale_Old,Large,2,Osman Nagar,6899.0,0,0,0,0
3.0,28.0,31,33,1.0,0.7142857142857143,1.0,1645.0,17.442196,78.280067,21.0,0,1,0,1,0,0,1,0,0,Apartment,Semi_Furnished,East,Resale_Old,Medium,1,Osman Nagar,6899.0,0,0,0,0
2.0,28.0,30,32,1.0,0.7142857142857143,1.0,1390.0,17.442196,78.280067,21.0,0,1,0,1,0,0,1,0,0,Apartment,Semi_Furnished,East,Resale_Old,Medium,1,Osman Nagar,6899.0,0,0,0,0
2.0,47.0,17,19,50.0,0.425531914893617,2.0,1572.0,17.47946,78.33037,30.0,0,1,0,1,0,0,1,0,0,Apartment,Semi_Furnished,East,Resale_Old,Medium,2,Serlingampally,6000.0,0,0,0,0
3.0,47.0,18,20,49.0,0.6595744680851063,3.0,2029.0,17.4609913,78.3532083,30.0,0,1,0,1,0,0,1,0,0,Apartment,Semi_Furnished,East,Resale_Old,Large,3+,Kondapur,6000.0,0,0,0,0
2.0,47.0,17,19,49.0,0.4680851063829787,2.0,1340.0,17.4609913,78.3532083,30.0,0,1,0,1,0,0,1,0,0,Apartment,Semi_Furnished,East,Resale_Old,Medium,2,Kondapur,6000.0,0,0,0,0
2.0,47.0,17,19,49.0,0.425531914893617,2.0,1572.0,17.4609913,78.3532083,30.0,0,1,0,1,0,0,1,0,0,Apartment,Semi_Furnished,East,Resale_Old,Medium,2,Kondapur,6000.0,0,0,0,0
4.0,2.0,27,29,17.0,0.5384615384615384,2.0,3900.0,17.311940823733476,78.47302608769566,30.0,0,1,0,1,0,0,0,0,0,Villa,Semi_Furnished,East,Resale_Old,XL,2,Bandlaguda Jagir,8500.0,1,0,0,0
2.0,10.0,12,12,49.0,0.3,2.0,1313.0,17.4609913,78.3532083,30.0,0,1,0,1,0,0,1,0,0,Apartment,Semi_Furnished,East,Resale_Old,Medium,2,: ,6000.0,0,0,0,0
3.0,30.0,8,11,47.0,0.8333333333333334,2.0,1717.0,17.4359437,78.3416731,3.0,1,0,0,1,0,0,1,0,0,Apartment,Furnished,North,Under_Construction,Medium,2,: ,8444.0,0,0,0,0
2.0,6.0,15,17,27.0,0.8333333333333334,1.0,1175.0,17.339499,78.391779,7.0,1,0,0,1,0,0,1,0,0,Apartment,Furnished,West,0_5_yrs,Small,1,Bandlaguda Jagir,6382.0,0,0,0,0
3.0,31.0,14,16,12.0,0.967741935483871,1.0,1834.0,17.398775,78.355493,7.0,1,0,0,1,0,0,1,0,0,Apartment,Semi_Furnished,West,Resale_Very_Old,Large,1,Puppalaguda,11723.0,0,0,0,0
4.0,2.0,7,9,16.0,0.5384615384615384,2.0,3196.0,17.34944,78.38707,14.0,1,0,0,1,0,0,1,0,0,Villa,Furnished,West,Under_Construction,XL,2,Bandlaguda Jagir,15018.0,1,0,0,0
4.0,3.0,27,27,16.0,0.5384615384615384,3.0,5090.0,17.3823231,78.3590579,14.0,1,0,1,1,0,1,1,0,0,Villa,Semi_Furnished,West,Resale_Very_Old,XXL,3+,Narsingi,20628.0,1,0,0,0
2.0,1.0,2,2,5.0,0.5384615384615384,2.0,1503.0,17.640228766466283,78.4828090954698,30.0,1,0,0,1,0,0,1,0,0,Villa,Semi_Furnished,Unknown,Resale_Very_Old,Medium,2,: ,39520.0,1,0,0,0
2.0,5.0,15,17,49.0,0.6,2.0,1220.0,17.4911958,78.341844,30.0,1,0,0,1,0,1,1,0,0,Apartment,Furnished,West,0_5_yrs,Medium,2,Madinaguda,5901.0,0,0,0,0
4.0,2.0,26,28,43.0,0.5384615384615384,3.0,3392.0,17.518501,78.30371,30.0,0,1,0,1,0,0,1,0,0,Villa,Semi_Furnished,East,Resale_Old,XL,3+,: ,5700.0,1,0,0,0
3.0,18.0,19,19,10.0,0.4444444444444444,1.0,1535.0,17.3896673,78.3487826,30.0,1,0,1,1,0,0,1,0,0,Apartment,Semi_Furnished,East,Resale_Very_Old,Medium,1,: ,9185.0,0,0,0,0
3.0,5.0,8,8,47.0,0.8,2.0,1560.0,17.48718,78.5786,28.0,0,1,0,1,0,0,1,0,0,Apartment,Semi_Furnished,East,Resale_Old,Medium,2,: ,4800.0,0,0,0,0
3.0,5.0,7,7,47.0,0.4,2.0,1530.0,17.48718,78.5786,28.0,0,1,0,1,0,0,1,0,0,Apartment,Semi_Furnished,East,Resale_Old,Medium,2,: ,4800.0,0,0,0,0
3.0,5.0,20,20,27.0,0.6,2.0,1600.0,17.485206408706663,78.60681438946276,4.0,0,1,0,1,0,0,1,0,0,Apartment,Semi_Furnished,East,Resale_Old,Medium,2,: ,5000.0,0,0,0,0
2.0,24.0,10,10,0.0,0.4583333333333333,1.0,1290.0,78.48667,17.38504,30.0,1,0,0,1,0,0,1,0,0,Apartment,Semi_Furnished,East,Resale_Very_Old,Medium,1,Gachibowli,11000.0,0,0,0,0
3.0,26.0,14,14,26.0,0.4230769230769231,1.0,1825.0,17.40223,78.3444,30.0,0,1,0,1,0,0,1,0,0,Apartment,Semi_Furnished,Unknown,Resale_Old,Large,1,Kokapet,7999.0,0,0,0,0
3.0,5.0,7,7,46.0,0.8,1.0,1885.0,17.4620901,78.3439749,2.0,1,0,0,1,0,0,1,0,0,Apartment,Furnished,West,0_5_yrs,Large,1,Kondapur,8594.0,0,0,0,0
2.0,5.0,4,4,50.0,0.2,1.0,1225.0,17.5268323,78.415581,4.0,1,0,0,1,0,1,1,0,0,Apartment,Semi_Furnished,East,Resale_Very_Old,Medium,1,: ,5244.0,0,0,0,0
3.0,5.0,4,4,50.0,0.6,1.0,1525.0,17.5267266,78.415898,4.0,1,0,0,1,0,1,1,0,0,Apartment,Semi_Furnished,North,Resale_Very_Old,Medium,1,: ,5196.0,0,0,0,0
2.0,31.0,25,28,12.0,1.0,1.0,1314.0,17.3973794,78.3856447,7.0,1,0,0,1,0,0,1,1,0,Apartment,Semi_Furnished,West,Under_Construction,Medium,1,Puppalaguda,11796.0,0,0,0,0
