BEDROOM_NUM_CLEAN,TOTAL_FLOOR,FEATURE_COUNT,AMENITY_COUNT,LANDMARK_COUNT,FLOOR_RATIO,BALCONY_NUM,AREA_SQFT,LATITUDE,LONGITUDE,LISTING_AGE_DAYS,IS_READY_TO_MOVE,IS_UNDER_CONSTR,IS_RERA,IS_RESALE,IS_NEW_BOOKING,IS_VERIFIED,HAS_SOCIETY,IS_TOP_FLOOR,IS_GROUND_FLOOR,PROP_TYPE_CLEAN,FURNISH_LABEL,FACING_LABEL,AGE_LABEL,AREA_BUCKET,BALCONY_BUCKET,LOCALITY,TARGET_PRICE_SQFT,FLOOR_RATIO_WAS_MISSING,BALCONY_NUM_WAS_MISSING,BEDROOM_NUM_CLEAN_WAS_MISSING,TOTAL_FLOOR_WAS_MISSING
5.0,3.0,0,0,50.0,0.5384615384615384,4.0,5000.0,17.4295317,78.41266,21.0,1,0,0,1,0,0,0,0,0,Villa,Unfurnished,Unknown,Resale_Very_Old,XL,3+,: ,20000.0,1,0,0,0
4.0,3.0,0,0,46.0,0.5384615384615384,4.0,5000.0,17.4164707,78.4382469,21.0,1,0,0,1,0,0,0,0,0,Villa,Unfurnished,Unknown,Resale_Very_Old,XL,3+,: ,20000.0,1,0,0,0
4.0,3.0,0,0,46.0,0.5384615384615384,4.0,3500.0,17.4164707,78.4382469,21.0,1,0,0,1,0,0,0,0,0,Villa,Semi_Furnished,Unknown,Resale_Very_Old,XL,3+,: ,14285.0,1,0,0,0
2.0,5.0,5,5,15.0,0.6,1.0,1198.0,17.558278,78.359921,30.0,0,1,1,1,0,0,1,0,0,Apartment,Unfurnished,East,Resale_Old,Small,1,: ,5008.0,0,0,0,0
2.0,5.0,0,0,48.0,1.0,1.0,1050.0,17.5316,78.26729,30.0,1,0,0,1,0,0,1,1,0,Apartment,Semi_Furnished,Unknown,Under_Construction,Small,1,: ,4380.0,0,0,0,0
4.0,2.0,7,9,50.0,0.5384615384615384,1.0,1080.0,17.536121,78.289779,7.0,1,0,0,1,0,0,1,0,0,Villa,Semi_Furnished,NE,Resale_Very_Old,Small,1,: ,11195.0,1,0,0,0
4.0,2.0,27,27,26.0,0.5384615384615384,2.0,10000.0,17.40223,78.3444,21.0,1,0,0,1,0,0,1,0,0,Villa,Semi_Furnished,East,Under_Construction,XXL,2,: ,30000.0,1,0,0,0
4.0,18.0,28,28,0.0,0.5,1.0,9599.0,78.48667,17.38504,30.0,0,1,0,1,0,0,1,0,0,Apartment,Semi_Furnished,East,Resale_Old,XXL,1,: ,10000.0,0,0,0,0
2.0,5.0,6,8,8.0,0.4,1.0,1130.0,17.487030029296875,78.36041259765625,2.0,1,0,1,1,0,1,1,0,0,Apartment,Semi_Furnished,East,Resale_Very_Old,Small,1,: ,6305.0,0,0,0,0
2.0,5.0,5,8,8.0,0.6,1.0,1130.0,17.487030029296875,78.36041259765625,2.0,1,0,1,1,0,0,1,0,0,Apartment,Semi_Furnished,East,Resale_Very_Old,Small,1,: ,6290.0,0,0,0,0
2.0,11.0,8,10,8.0,0.5454545454545454,1.0,1014.0,17.4480919,78.3787508,5.0,1,0,1,1,0,1,1,0,0,Apartment,Semi_Furnished,East,Under_Construction,Small,1,: ,9184.0,0,0,0,0
2.0,11.0,8,10,8.0,0.5454545454545454,1.0,1100.0,17.4480919,78.3787508,5.0,1,0,1,1,0,1,1,0,0,Apartment,Semi_Furnished,East,Under_Construction,Small,1,: ,9090.0,0,0,0,0
2.0,5.0,7,9,8.0,0.4,1.0,1200.0,17.485091,78.3671565,5.0,1,0,1,1,0,1,1,0,0,Apartment,Semi_Furnished,East,Under_Construction,Small,1,: ,6800.0,0,0,0,0
2.0,5.0,5,6,8.0,0.4,1.0,872.0,17.485091,78.3671565,5.0,1,0,1,1,0,1,1,0,0,Apartment,Semi_Furnished,East,Under_Construction,Small,1,: ,6799.0,0,0,0,0
3.0,11.0,6,6,8.0,0.5454545454545454,2.0,1750.0,17.4480919,78.3787508,5.0,1,0,1,1,0,1,1,0,0,Apartment,Semi_Furnished,East,Under_Construction,Medium,2,: ,5714.0,0,0,0,0
2.0,5.0,6,9,8.0,0.4,1.0,1039.0,17.485091,78.3671565,5.0,1,0,1,1,0,1,1,0,0,Apartment,Semi_Furnished,East,Under_Construction,Small,1,: ,6800.0,0,0,0,0
2.0,5.0,4,4,8.0,0.6,1.0,1127.0,17.485091,78.3671565,5.0,1,0,1,1,0,1,1,0,0,Apartment,Semi_Furnished,East,Under_Construction,Small,1,: ,6198.0,0,0,0,0
2.0,5.0,6,9,8.0,0.4,1.0,1238.0,17.485091,78.3671565,5.0,1,0,1,1,0,1,1,0,0,Apartment,Semi_Furnished,East,Under_Construction,Medium,1,: ,6840.0,0,0,0,0
3.0,48.0,0,0,50.0,0.1875,2.0,1530.0,17.509181,78.3521088,5.0,0,1,0,1,0,0,1,0,0,Apartment,Semi_Furnished,Unknown,Resale_Old,Medium,2,: ,6500.0,0,0,0,0
3.0,47.0,8,10,50.0,0.1063829787234042,2.0,1333.0,17.509181,78.3521088,5.0,0,1,0,1,0,0,1,0,0,Apartment,Semi_Furnished,West,Resale_Old,Medium,2,: ,6499.0,0,0,0,0
3.0,10.0,7,7,50.0,0.4,1.0,1819.0,17.500647,78.42034,7.0,1,0,0,1,0,1,1,0,0,Apartment,Semi_Furnished,West,Under_Construction,Large,1,: ,6800.0,0,0,0,0
2.0,10.0,8,8,50.0,0.3,1.0,1287.0,17.485091,78.3671565,7.0,1,0,0,1,0,0,1,0,0,Apartment,Semi_Furnished,East,Resale_Very_Old,Medium,1,: ,6768.0,0,0,0,0
3.0,14.0,5,7,50.0,0.2142857142857142,1.0,1428.0,17.500679,78.42037,7.0,1,0,0,1,0,1,1,0,0,Apartment,Semi_Furnished,West,Under_Construction,Medium,1,: ,5419.0,0,0,0,0
3.0,14.0,5,7,50.0,0.2857142857142857,1.0,1273.0,17.500679,78.42037,7.0,1,0,0,1,0,1,1,0,0,Apartment,Semi_Furnished,West,Under_Construction,Medium,1,: ,5470.0,0,0,0,0
2.0,5.0,6,7,50.0,0.4,1.0,1100.0,17.475576,78.33514,21.0,1,0,0,1,0,1,1,0,0,Apartment,Semi_Furnished,East,Under_Construction,Small,1,: ,5500.0,0,0,0,0
3.0,5.0,4,7,50.0,0.6,2.0,1555.0,17.475576,78.33514,21.0,1,0,0,1,0,1,1,0,0,Apartment,Semi_Furnished,East,Under_Construction,Medium,2,: ,6085.0,0,0,0,0
3.0,10.0,31,33,50.0,0.2,2.0,1300.0,17.5203424,78.3970205,28.0,0,1,0,1,0,0,1,0,0,Apartment,Semi_Furnished,East,Resale_Old,Medium,2,: ,5600.0,0,0,0,0
2.0,5.0,6,7,49.0,0.4,1.0,1265.0,17.475363,78.427216,30.0,1,0,0,1,0,1,1,0,0,Apartment,Semi_Furnished,West,Under_Construction,Medium,1,: ,6174.0,0,0,0,0
3.0,6.0,6,8,50.0,0.5,1.0,1420.0,17.468342,78.426704,30.0,1,0,0,1,0,1,1,0,0,Apartment,Semi_Furnished,West,Under_Construction,Medium,1,: ,5822.0,0,0,0,0
2.0,5.0,5,8,50.0,0.6,1.0,1065.0,17.468342,78.426704,30.0,1,0,0,1,0,1,1,0,0,Apartment,Semi_Furnished,East,Under_Construction,Small,1,: ,6263.0,0,0,0,0
3.0,6.0,6,8,5.0,0.6666666666666666,1.0,1420.0,17.49182,78.32617,30.0,1,0,1,1,0,1,1,0,0,Apartment,Semi_Furnished,East,Under_Construction,Medium,1,: ,5822.0,0,0,0,0
3.0,5.0,3,6,50.0,0.4,1.0,1500.0,17.46845,78.4267,30.0,1,0,0,1,0,1,1,0,0,Apartment,Semi_Furnished,East,Under_Construction,Medium,1,: ,5500.0,0,0,0,0
3.0,5.0,6,7,50.0,0.6,1.0,1575.0,17.468544,78.426414,30.0,1,0,0,1,0,1,1,0,0,Apartment,Semi_Furnished,East,Under_Construction,Medium,1,: ,6080.0,0,0,0,0
2.0,6.0,6,8,5.0,0.3333333333333333,1.0,1200.0,17.49182,78.32617,30.0,1,0,1,1,0,1,1,0,0,Apartment,Semi_Furnished,East,Under_Construction,Small,1,: ,5900.0,0,0,0,0
2.0,5.0,7,9,12.0,0.6,1.0,1205.0,17.4664197,78.285342,30.0,1,0,1,1,0,1,1,0,0,Apartment,Semi_Furnished,East,Under_Construction,Medium,1,: ,6441.0,0,0,0,0
3.0,10.0,31,33,49.0,0.6,2.0,2000.0,17.38504,78.48667,30.0,0,1,0,1,0,0,1,0,0,Apartment,Semi_Furnished,East,Resale_Old,Large,2,: ,5600.0,0,0,0,0
2.0,5.0,6,8,12.0,0.2,1.0,1121.0,17.4664197,78.285342,30.0,1,0,1,1,0,1,1,0,0,Apartment,Semi_Furnished,East,Under_Construction,Small,1,: ,5902.0,0,0,0,0
2.0,5.0,6,8,12.0,0.6,1.0,1305.0,17.4664197,78.285342,30.0,1,0,1,1,0,1,1,0,0,Apartment,Unfurnished,East,Under_Construction,Medium,1,: ,6386.0,0,0,0,0
2.0,5.0,7,9,12.0,0.6,1.0,1121.0,17.4664197,78.285342,30.0,1,0,1,1,0,1,1,0,0,Apartment,Semi_Furnished,East,Under_Construction,Small,1,: ,6481.0,0,0,0,0
2.0,5.0,6,8,50.0,0.4,1.0,1110.0,17.500656,78.420364,30.0,1,0,0,1,0,1,1,0,0,Apartment,Semi_Furnished,East,Under_Construction,Small,1,: ,6237.0,0,0,0,0
2.0,5.0,4,7,50.0,0.6,1.0,1190.0,17.500671,78.42038,30.0,1,0,0,1,0,1,1,0,0,Apartment,Semi_Furnished,North,Under_Construction,Small,1,: ,6200.0,0,0,0,0
2.0,5.0,3,6,50.0,0.6,1.0,1275.0,17.500671,78.42038,30.0,1,0,0,1,0,1,1,0,0,Apartment,Semi_Furnished,West,Under_Construction,Medium,1,: ,6202.0,0,0,0,0
2.0,5.0,5,8,50.0,0.4,1.0,1155.0,17.500671,78.42038,30.0,1,0,0,1,0,1,1,0,0,Apartment,Semi_Furnished,East,Under_Construction,Small,1,: ,6200.0,0,0,0,0
3.0,5.0,6,9,49.0,0.6,1.0,1575.0,17.504227,78.331726,30.0,1,0,0,1,0,1,1,0,0,Apartment,Semi_Furnished,West,Under_Construction,Medium,1,: ,5238.0,0,0,0,0
2.0,5.0,5,6,49.0,0.4,1.0,1100.0,17.504227,78.331726,30.0,1,0,0,1,0,1,1,0,0,Apartment,Semi_Furnished,East,Under_Construction,Small,1,: ,5100.0,0,0,0,0
2.0,5.0,0,0,49.0,0.6,1.0,1125.0,17.504227,78.331726,30.0,1,0,0,1,0,1,1,0,0,Apartment,Semi_Furnished,East,Under_Construction,Small,1,: ,5099.0,0,0,0,0
3.0,5.0,5,8,49.0,0.6,1.0,1525.0,17.504227,78.331726,30.0,1,0,0,1,0,1,1,0,0,Apartment,Semi_Furnished,West,Under_Construction,Medium,1,: ,5278.0,0,0,0,0
2.0,5.0,4,7,49.0,0.4,1.0,1050.0,17.504227,78.331726,30.0,1,0,0,1,0,1,1,0,0,Apartment,Semi_Furnished,East,Under_Construction,Small,1,: ,5100.0,0,0,0,0
2.0,12.0,4,6,50.0,0.5833333333333334,1.0,1495.0,17.509181,78.3521088,30.0,0,1,0,1,0,0,1,0,0,Apartment,Semi_Furnished,East,Resale_Old,Medium,1,: ,6003.0,0,0,0,0
2.0,13.0,4,6,50.0,0.3846153846153846,1.0,1210.0,17.509181,78.3521088,30.0,0,1,0,1,0,0,1,0,0,Apartment,Semi_Furnished,East,Resale_Old,Medium,1,: ,6000.0,0,0,0,0
2.0,12.0,5,6,14.0,0.5833333333333334,1.0,1456.0,17.499527,78.4767399,30.0,0,1,1,1,0,0,1,0,0,Apartment,Semi_Furnished,East,Resale_Old,Medium,1,: ,5846.0,0,0,0,0
3.0,12.0,3,3,14.0,0.3333333333333333,2.0,1850.0,17.499527,78.4767399,30.0,0,1,1,1,0,0,1,0,0,Apartment,Semi_Furnished,Unknown,Resale_Old,Large,2,: ,5663.0,0,0,0,0
3.0,3.0,31,33,1.0,0.3333333333333333,2.0,1965.0,17.555324,78.308221,30.0,0,1,0,1,0,0,1,0,0,Apartment,Semi_Furnished,East,Resale_Old,Large,2,: ,5600.0,0,0,0,0
3.0,10.0,30,32,49.0,1.0,2.0,1260.0,17.38504,78.48667,30.0,0,1,0,1,0,0,1,1,0,Apartment,Semi_Furnished,East,Resale_Old,Medium,2,: ,5600.0,0,0,0,0
3.0,2.0,27,29,0.0,0.5384615384615384,1.0,3591.0,17.443855,78.250431,30.0,0,1,0,1,0,0,1,0,0,Villa,Semi_Furnished,North,Resale_Old,XL,1,: ,5999.0,1,0,0,0
3.0,2.0,27,29,46.0,0.5384615384615384,1.0,1975.0,17.5330867548758,78.2682745858627,30.0,0,1,0,1,0,0,1,0,0,Villa,Semi_Furnished,East,Resale_Old,Large,1,: ,5205.0,1,0,0,0
2.0,5.0,18,19,50.0,0.8,1.0,1200.0,17.495289,78.418967,30.0,1,0,0,1,0,0,1,0,0,Apartment,Semi_Furnished,West,Under_Construction,Small,1,: ,7916.0,0,0,0,0
3.0,19.0,18,19,9.0,0.7894736842105263,2.0,2160.0,17.467762,78.408146,30.0,1,0,1,1,0,0,1,0,0,Apartment,Furnished,East,Under_Construction,Large,2,: ,9490.0,0,0,0,0
3.0,4.0,2,2,46.0,0.25,1.0,1850.0,17.4843253,78.5558902,30.0,1,0,0,1,0,1,1,0,0,Apartment,Semi_Furnished,West,Resale_Very_Old,Large,1,: ,6216.0,0,0,0,0
3.0,36.0,7,8,13.0,0.6944444444444444,1.0,2595.0,17.4300212,78.376509,2.0,1,0,0,1,0,1,1,0,0,Apartment,Furnished,Unknown,Under_Construction,XL,1,: ,19267.0,0,0,0,0
2.0,25.0,23,23,43.0,0.76,1.0,1253.0,17.516785,78.295298,3.0,1,0,1,1,0,0,1,0,0,Apartment,Semi_Furnished,Unknown,Resale_Very_Old,Medium,1,: ,9000.0,0,0,0,0
2.0,31.0,10,11,12.0,0.4516129032258064,1.0,1314.0,17.398775,78.355493,3.0,1,0,0,1,0,0,1,0,0,Apartment,Furnished,Unknown,Under_Construction,Medium,1,: ,11415.0,0,0,0,0
3.0,18.0,8,8,12.0,0.4444444444444444,1.0,2510.0,17.466742,78.337059,3.0,1,0,1,1,0,0,1,0,0,Apartment,Semi_Furnished,Unknown,Resale_Very_Old,XL,1,: ,10517.0,0,0,0,0
2.0,30.0,8,8,12.0,0.4,1.0,1315.0,17.45227,78.299843,3.0,1,0,1,1,0,0,1,0,0,Apartment,Semi_Furnished,Unknown,Resale_Very_Old,Medium,1,: ,8365.0,0,0,0,0
3.0,31.0,7,7,13.0,0.9032258064516128,1.0,1900.0,17.465823,78.407845,7.0,1,0,0,1,0,0,1,0,0,Apartment,Semi_Furnished,Unknown,Resale_Very_Old,Large,1,: ,9736.0,0,0,0,0
3.0,31.0,6,6,13.0,0.6451612903225806,1.0,1600.0,17.465823,78.407845,7.0,1,0,0,1,0,0,1,0,0,Apartment,Semi_Furnished,Unknown,Resale_Very_Old,Medium,1,: ,9062.0,0,0,0,0
3.0,35.0,18,19,8.0,0.5384615384615384,1.0,1899.0,17.475742,78.391786,7.0,1,0,0,1,0,0,1,0,0,Villa,Furnished,Unknown,0_5_yrs,Large,1,: ,9478.0,1,0,0,0
3.0,30.0,22,23,44.0,0.2,1.0,1901.0,17.4400802,78.3489168,7.0,1,0,0,1,0,0,1,0,0,Apartment,Semi_Furnished,Unknown,0_5_yrs,Large,1,: ,9205.0,0,0,0,0
3.0,20.0,9,10,45.0,0.65,1.0,1915.0,17.444797,78.366116,7.0,1,0,0,1,0,0,1,0,0,Apartment,Furnished,Unknown,0_5_yrs,Large,1,: ,10182.0,0,0,0,0
4.0,42.0,10,10,12.0,0.8809523809523809,2.0,3988.0,17.466346,78.378971,7.0,0,1,1,1,0,0,1,0,0,Apartment,Semi_Furnished,Unknown,Resale_Old,XL,2,: ,17001.0,0,0,0,0
2.0,12.0,9,9,10.0,0.0833333333333333,1.0,1460.0,17.382212,78.360496,7.0,1,0,1,1,0,0,1,0,0,Apartment,Semi_Furnished,Unknown,Resale_Very_Old,Medium,1,: ,7397.0,0,0,0,0
3.0,18.0,10,10,10.0,0.5555555555555556,1.0,1875.0,17.387587,78.348054,7.0,1,0,1,1,0,0,1,0,0,Apartment,Semi_Furnished,Unknown,Resale_Very_Old,Large,1,: ,9066.0,0,0,0,0
3.0,32.0,10,11,13.0,0.40625,1.0,1957.0,17.391372,78.339424,7.0,1,0,1,1,0,0,1,0,0,Apartment,Semi_Furnished,Unknown,Resale_Very_Old,Large,1,: ,10730.0,0,0,0,0
2.0,22.0,8,9,9.0,0.3181818181818182,1.0,1335.0,17.478221,78.312255,7.0,1,0,1,1,0,0,1,0,0,Apartment,Semi_Furnished,Unknown,Resale_Very_Old,Medium,1,: ,8614.0,0,0,0,0
3.0,15.0,11,12,50.0,0.5384615384615384,2.0,1740.0,17.469685,78.311676,7.0,1,0,0,1,0,0,1,0,0,Apartment,Furnished,Unknown,Under_Construction,Medium,2,: ,7758.0,1,0,0,0
3.0,5.0,8,8,12.0,0.4,2.0,1200.0,17.5455508,78.3726676,14.0,1,0,1,1,0,1,1,0,0,Apartment,Semi_Furnished,East,Resale_Very_Old,Small,2,: ,6250.0,0,0,0,0
4.0,34.0,12,12,10.0,0.4411764705882353,3.0,2729.0,17.41341,78.339447,3.0,1,0,1,1,0,0,1,0,0,Apartment,Semi_Furnished,East,Resale_Very_Old,XL,3+,: ,11500.0,0,0,0,0
2.0,34.0,12,12,10.0,0.7352941176470589,2.0,1283.0,17.41341,78.339447,3.0,1,0,1,1,0,0,1,0,0,Apartment,Semi_Furnished,East,Resale_Very_Old,Medium,2,: ,11500.0,0,0,0,0
3.0,5.0,8,10,12.0,0.2,1.0,1485.0,17.5455914,78.3729128,30.0,1,0,1,1,0,0,1,0,0,Apartment,Semi_Furnished,West,Under_Construction,Medium,1,: ,5095.0,0,0,0,0
2.0,5.0,1,2,12.0,1.0,1.0,1160.0,17.5457896,78.3726037,60.0,1,0,1,1,0,0,1,1,0,Apartment,Semi_Furnished,West,Under_Construction,Small,1,: ,5431.0,0,0,0,0
2.0,5.0,7,7,11.0,0.8,1.0,1150.0,17.5460354,78.3734824,60.0,1,0,1,1,0,0,1,0,0,Apartment,Semi_Furnished,West,Under_Construction,Small,1,: ,5478.0,0,0,0,0
2.0,5.0,7,9,11.0,0.6,1.0,1160.0,17.5456427,78.3730232,60.0,1,0,1,1,0,0,1,0,0,Apartment,Semi_Furnished,East,Under_Construction,Small,1,: ,5517.0,0,0,0,0
3.0,5.0,7,7,11.0,0.4,1.0,1500.0,17.5462541,78.3725461,60.0,1,0,1,1,0,0,1,0,0,Apartment,Semi_Furnished,West,Under_Construction,Medium,1,: ,5466.0,0,0,0,0
2.0,5.0,7,7,12.0,0.4,1.0,1150.0,17.5455914,78.3729128,60.0,1,0,1,1,0,0,1,0,0,Apartment,Semi_Furnished,East,Under_Construction,Small,1,: ,5565.0,0,0,0,0
3.0,8.0,32,33,18.0,0.875,2.0,1660.0,17.349152,78.391046,,1,0,0,1,0,1,1,0,0,Apartment,Furnished,West,Under_Construction,Medium,2,Appa Junction ,8132.0,0,0,0,0
2.0,20.0,15,18,4.0,0.2,1.0,1134.0,17.357201,78.371351,2.0,1,0,1,1,0,0,1,0,0,Apartment,Furnished,East,0_5_yrs,Small,1,Appa Junction ,6613.0,0,0,0,0
4.0,3.0,27,28,11.0,0.5384615384615384,2.0,5500.0,17.395888,78.3322,7.0,1,0,0,1,0,1,1,0,0,Villa,Semi_Furnished,West,Under_Construction,XXL,2,Kokapet,19090.0,1,0,0,0
3.0,22.0,32,32,9.0,0.5454545454545454,2.0,2070.0,17.478221,78.312255,7.0,1,0,1,1,0,0,1,0,0,Apartment,Semi_Furnished,East,Resale_Very_Old,Large,2,Nallagandla,10144.0,0,0,0,0
4.0,3.0,27,27,15.0,0.5384615384615384,2.0,3223.0,17.465956,78.261911,14.0,1,0,1,1,0,0,1,0,0,Villa,Semi_Furnished,West,Resale_Very_Old,XL,2,Tellapur,17064.0,1,0,0,0
3.0,19.0,32,33,50.0,0.3684210526315789,1.0,1970.0,17.465885,78.311337,14.0,1,0,0,1,0,1,1,0,0,Apartment,Semi_Furnished,East,Under_Construction,Large,1,Nallagandla,12690.0,0,0,0,0
3.0,5.0,1,4,46.0,0.8,2.0,2750.0,17.4219344,78.4444485,14.0,1,0,0,1,0,1,1,0,0,Apartment,Furnished,West,Under_Construction,XL,2,: ,9454.0,0,0,0,0
4.0,3.0,27,27,15.0,0.5384615384615384,2.0,4467.0,17.4844239,78.3390345,21.0,1,0,1,1,0,1,1,0,0,Villa,Semi_Furnished,East,Resale_Very_Old,XL,2,Kondapur,20000.0,1,0,0,0
4.0,3.0,27,27,15.0,0.5384615384615384,2.0,4150.0,17.4648522,78.2616527,30.0,1,0,1,1,0,1,1,0,0,Villa,Semi_Furnished,East,Resale_Very_Old,XL,2,Tellapur,15662.0,1,0,0,0
4.0,3.0,27,27,3.0,0.5384615384615384,3.0,3667.0,17.43716,78.286303,30.0,1,0,1,1,0,0,1,0,0,Villa,Semi_Furnished,East,Resale_Very_Old,XL,3+,Osman Nagar,17998.0,1,0,0,0
3.0,2.0,17,19,17.0,0.5384615384615384,2.0,3200.0,17.4664197,78.285342,21.0,0,1,0,1,0,0,0,0,0,Villa,Semi_Furnished,NE,Resale_Old,XL,2,: ,8000.0,1,0,0,0
1.0,2.0,9,9,0.0,0.5384615384615384,1.0,5445.0,78.48667,17.38504,30.0,0,1,0,1,0,0,0,0,0,Farmhouse,Furnished,East,Resale_Old,XXL,1,: ,4132.0,1,0,0,0
3.0,2.0,11,13,0.0,0.5384615384615384,2.0,3200.0,17.443855,78.250431,30.0,0,1,0,1,0,0,0,0,0,Villa,Semi_Furnished,NE,Resale_Old,XL,2,: ,8000.0,1,0,0,0
3.0,2.0,13,15,0.0,0.5384615384615384,2.0,2500.0,17.443855,78.250431,30.0,0,1,0,1,0,0,0,0,0,Villa,Semi_Furnished,NE,Resale_Old,Large,2,: ,8000.0,1,0,0,0
3.0,9.0,17,17,0.0,0.5555555555555556,2.0,1720.0,17.443855,78.250431,30.0,0,1,0,1,0,0,1,0,0,Apartment,Semi_Furnished,East,Resale_Old,Medium,2,: ,5523.0,0,0,0,0
2.0,5.0,0,0,6.0,0.6,1.0,1069.0,17.529701,78.333031,2.0,1,0,0,1,0,0,1,0,0,Apartment,Furnished,Unknown,Resale_Very_Old,Small,1,: ,6080.0,0,0,0,0
2.0,5.0,0,0,6.0,0.2,1.0,1050.0,17.529701,78.333031,2.0,1,0,0,1,0,0,1,0,0,Apartment,Furnished,Unknown,Resale_Very_Old,Small,1,: ,6188.0,0,0,0,0
2.0,5.0,0,0,34.0,0.8,1.0,1069.0,17.5238479933976,78.3227692229911,2.0,1,0,0,1,0,0,1,0,0,Apartment,Furnished,Unknown,Resale_Very_Old,Small,1,: ,6075.0,0,0,0,0
2.0,5.0,0,0,34.0,0.6,1.0,1069.0,17.5238479933976,78.3227692229911,2.0,1,0,0,1,0,0,1,0,0,Apartment,Unfurnished,Unknown,Resale_Very_Old,Small,1,: ,6080.0,0,0,0,0
3.0,6.0,0,1,50.0,0.5,2.0,3000.0,17.4295317,78.41266,2.0,0,1,0,1,0,0,1,0,0,Apartment,Semi_Furnished,Unknown,Resale_Old,XL,2,: ,13333.0,0,0,0,0
3.0,6.0,4,5,50.0,0.5,2.0,3000.0,17.4295317,78.41266,2.0,0,1,0,1,0,0,1,0,0,Apartment,Semi_Furnished,Unknown,Resale_Old,XL,2,: ,13333.0,0,0,0,0
2.0,5.0,4,4,34.0,0.6,1.0,1065.0,17.5238479933976,78.3227692229911,2.0,1,0,0,1,0,0,1,0,0,Apartment,Furnished,Unknown,Resale_Very_Old,Small,1,: ,6103.0,0,0,0,0
2.0,5.0,4,4,34.0,0.4,1.0,1065.0,17.5238479933976,78.3227692229911,2.0,1,0,0,1,0,0,1,0,0,Apartment,Furnished,Unknown,Resale_Very_Old,Small,1,: ,6103.0,0,0,0,0
4.0,3.0,7,9,47.0,0.5384615384615384,2.0,1737.0,17.46843,78.40761,,1,0,0,1,0,0,1,0,0,Villa,Furnished,NE,0_5_yrs,Medium,2,Kukatpally,176165.0,1,0,0,0
2.0,5.0,8,8,34.0,0.2,2.0,1100.0,17.5238479933976,78.3227692229911,30.0,0,1,1,1,0,0,1,0,0,Apartment,Semi_Furnished,East,Resale_Old,Small,2,: ,5300.0,0,0,0,0
2.0,4.0,4,4,34.0,0.5,1.0,1150.0,17.5238479933976,78.3227692229911,30.0,0,1,1,1,0,0,1,0,0,Apartment,Semi_Furnished,East,Resale_Old,Small,1,: ,5478.0,0,0,0,0
4.0,2.0,5,7,6.0,0.5384615384615384,2.0,1530.0,17.5564,78.36389,14.0,1,0,0,1,0,0,1,0,0,Villa,Furnished,East,Resale_Very_Old,Medium,2,: ,83529.0,1,0,0,0
3.0,5.0,7,7,50.0,1.0,1.0,1665.0,17.4897803,78.3575296,14.0,1,0,0,1,0,0,1,1,0,Apartment,Semi_Furnished,West,Resale_Very_Old,Medium,1,: ,6006.0,0,0,0,0
3.0,5.0,7,7,11.0,1.0,2.0,1665.0,17.509181,78.3521088,14.0,1,0,1,1,0,0,1,1,0,Apartment,Semi_Furnished,West,Resale_Very_Old,Medium,2,: ,6606.0,0,0,0,0
2.0,8.0,7,9,50.0,1.0,1.0,1310.0,17.485091,78.3671565,21.0,0,1,0,1,0,0,1,1,0,Apartment,Semi_Furnished,East,Resale_Old,Medium,1,: ,6299.0,0,0,0,0
2.0,5.0,7,9,44.0,1.0,2.0,1215.0,17.435053,78.366264,28.0,1,0,0,1,0,1,1,1,0,Apartment,Semi_Furnished,East,Under_Construction,Medium,2,: ,4000.0,0,0,0,0
3.0,5.0,7,9,44.0,1.0,2.0,1350.0,17.435053,78.366264,28.0,1,0,0,1,0,1,1,1,0,Apartment,Semi_Furnished,East,Under_Construction,Medium,2,: ,5200.0,0,0,0,0
2.0,5.0,7,9,50.0,1.0,2.0,950.0,17.527554,78.42414,28.0,1,0,0,1,0,1,1,1,0,Apartment,Semi_Furnished,East,Under_Construction,Small,2,: ,5200.0,0,0,0,0
2.0,5.0,7,9,13.0,1.0,2.0,1205.0,17.466402,78.28256,30.0,1,0,0,1,0,1,1,1,0,Apartment,Semi_Furnished,East,Under_Construction,Medium,2,: ,5900.0,0,0,0,0
2.0,5.0,7,9,13.0,1.0,2.0,1125.0,17.466402,78.28256,30.0,1,0,0,1,0,1,1,1,0,Apartment,Semi_Furnished,East,Under_Construction,Small,2,: ,5900.0,0,0,0,0
2.0,5.0,7,9,50.0,1.0,2.0,1212.0,17.500656,78.420364,30.0,1,0,0,1,0,1,1,1,0,Apartment,Semi_Furnished,East,Under_Construction,Medium,2,: ,5900.0,0,0,0,0
2.0,5.0,7,9,50.0,1.0,1.0,1155.0,17.500656,78.420364,30.0,1,0,0,1,0,1,1,1,0,Apartment,Semi_Furnished,East,Under_Construction,Small,1,: ,6200.0,0,0,0,0
3.0,5.0,7,9,50.0,1.0,2.0,1415.0,17.500656,78.420364,30.0,1,0,0,1,0,1,1,1,0,Apartment,Semi_Furnished,East,Under_Construction,Medium,2,: ,6200.0,0,0,0,0
2.0,5.0,6,7,50.0,1.0,1.0,1190.0,17.500656,78.420364,30.0,1,0,0,1,0,1,1,1,0,Apartment,Semi_Furnished,North,Under_Construction,Small,1,: ,6200.0,0,0,0,0
3.0,4.0,5,7,49.0,1.0,2.0,1295.0,17.497484,78.408134,30.0,1,0,0,1,0,1,1,1,0,Apartment,Semi_Furnished,West,Under_Construction,Medium,2,: ,5868.0,0,0,0,0
